Bird, MEX, f25a9cfb-cb0b-4e67-8f02-ae26d3f35579, 99, 14696, No update data, 9g3qx2shq86w
Bird, MEX, 85ffc6e3-5a72-4643-9e2a-c1852749f066, 100, 14062, No update data, 9g3qrre9bebz
Bird, MEX, 568e6c03-cbc9-4fa5-9310-ff0afcbe0adf, 84, 11534, No update data, 9g3qx302f0sg
Bird, MEX, 1f40a2ca-af10-433f-8b3e-f41958fc290d, 75, 10112, No update data, 9g3qx207g52h
Bird, MEX, 07531c9c-ab52-428c-8513-1eb1df633584, 84, 12191, No update data, 9g3qx88xj0hc
Bird, MEX, 0f5ca52a-063f-43c2-ba3b-02ebc257d43a, 30, 3173, No update data, 9g3qx302ccb7
Bird, MEX, 40f3fe74-6fb4-4d3f-92ab-c086b6ca5a33, 94, 13861, No update data, 9g3qx20jr8h5
Bird, MEX, aaede11e-3a41-45d8-aed3-f2f3ab4932fa, 88, 12166, No update data, 9g3qx3029hfh
Bird, MEX, 91453918-9081-44bc-9fbc-8149b9a9e8c3, 89, 13026, No update data, 9g3qx209200e
Bird, MEX, 7c0181d9-d157-4ceb-aea4-1e7064cc426e, 92, 13527, No update data, 9g3qx20k2v5f
Bird, MEX, 81dd056b-72b2-4081-8ba0-4f6d752c0645, 90, 13193, No update data, 9g3qx208bq7x
Bird, MEX, e16e80c6-4108-42cf-9d9f-c64e4fc0dea0, 98, 14529, No update data, 9g3qx209002e
Bird, MEX, dbe3520a-b284-45f9-a9f4-28d29248636b, 67, 8848, No update data, 9g3qx3d22wwy
Bird, MEX, 9570d08a-e35c-4d5c-b384-1a3380b3a03d, 39, 4424, No update data, 9g3qrre93u2w
Bird, MEX, 0eee3ce1-4388-47da-87ec-91b246e64f11, 78, 11189, No update data, 9g3qx2088ewg
Bird, MEX, 25140f1f-106b-4ac1-9c24-383c0349c583, 94, 13861, No update data, 9g3qx203twmv
Bird, MEX, a96f6f78-c63e-4574-beed-4e618ea75ed8, 94, 13861, No update data, 9g3qx203ngmw
Bird, MEX, aae6452b-f630-47a5-891d-e52f1b56ec78, 91, 13360, No update data, 9g3qx202ygms
Bird, MEX, e6a03979-4e38-456b-94a6-81a52cf78b84, 96, 13430, No update data, 9g3qx0nebgj4
Bird, MEX, 87a6dffc-da71-443b-ba76-8ed11469aac2, 91, 12640, No update data, 9g3qx0ns69uz
Bird, MEX, 14c377b4-a7a8-41a7-8ce7-ee335dc83e5c, 73, 9796, No update data, 9g3qx0p4jm6d
Bird, MEX, 5684b82a-e397-4472-9cb7-b6e3a6b30ac6, 60, 8183, No update data, 9g3qx0p4j7f8
Bird, MEX, d83279b6-750c-464a-8d3e-6e74af36dd78, 71, 10020, No update data, 9g3qx0p1hry1
Bird, MEX, 22caa503-13ed-4cbf-bf49-1473b93307e4, 92, 13527, No update data, 9g3qrpyz1q20
Bird, MEX, 1a388e57-0dac-415b-ac5d-b73aba610159, 33, 3674, No update data, 9g3qx0pn67cg
Bird, MEX, b55458eb-87bb-44bd-9d2b-2b7d14aa06ff, 89, 13026, No update data, 9g3qrpyybh23
Bird, MEX, 1dc60a87-9cee-4c16-8de4-a51ca570bd85, 28, 2839, No update data, 9g3qx0p0udu2
Bird, MEX, 683b932a-0d00-4706-a621-ea4bfa7b5a62, 74, 10521, No update data, 9g3qrpywy0x6
Bird, MEX, 19ff8a79-71c2-42f0-b7e1-dbef44dd3e71, 89, 12324, No update data, 9g3qrpywtxvy
Bird, MEX, 98136529-bc82-4ced-99d3-03132bfe2e95, 53, 7014, No update data, 9g3qx0p1nqu7
Bird, MEX, 9e75d2fa-5c5f-4294-bff8-a938696513a8, 94, 13114, No update data, 9g3qx0p1xxun
Bird, MEX, 8f5a6374-cd9d-4d5d-90a0-3eb19d533d35, 89, 13026, No update data, 9g3qrpywx17v
Bird, MEX, dc3ab43b-875f-4001-b828-12a7c8dab61a, 93, 12956, No update data, 9g3qx0p1p8sj
Bird, MEX, 422a6294-e5d2-4e75-8e6f-5f4ebfec5734, 35, 4008, No update data, 9g3qrpypr4gv
Bird, MEX, f5f13a8b-c7d4-416c-9106-5dcba8816a8b, 35, 4008, No update data, 9g3qrpywq0p7
Bird, MEX, 630b6532-d033-4351-8f31-489d98a096cd, 63, 8684, No update data, 9g3qx0p6d6zz
Bird, MEX, 9bab9481-8858-4b75-bf1b-c85fd5d5de66, 93, 12956, No update data, 9g3qrpywp8sj
Bird, MEX, d9cea50f-4912-47c9-89f0-48718c7de449, 94, 13114, No update data, 9g3qrpyy1e5k
Bird, MEX, 475f0aba-114a-4378-ad47-4b25f9b39a53, 63, 8684, No update data, 9g3qx0p0rb6j
Bird, MEX, 7716661d-02ec-4ae1-8f3b-669821df9093, 57, 7682, No update data, 9g3qx0p7hjrf
Bird, MEX, ace7bed5-e69a-4b76-989e-62a0a4bd55cc, 60, 7742, No update data, 9g3qx0p29mv1
Bird, MEX, 5f970dfd-c3be-4276-84ee-3bede74017ef, 37, 4342, No update data, 9g3qx0p20s8w
Bird, MEX, 23eab94a-aec0-422c-873d-6874163cf9b7, 53, 7014, No update data, 9g3qx0p7kyrd
Bird, MEX, ce10adb6-ac14-4ffb-ba63-ae5bfe881d25, 69, 9164, No update data, 9g3qrpymmyh0
Bird, MEX, 9298d57a-1fbc-4de4-855f-0200659b7075, 90, 13193, No update data, 9g3qx0p3twjg
Bird, MEX, 5d1de4ea-eae3-41f0-a209-14bb63d0c4f5, 60, 8183, No update data, 9g3qrpymbh23
Bird, MEX, 4b32c365-c63c-4dd2-93bb-22aaa98536b7, 83, 12024, No update data, 9g3qx0p6qc8t
Bird, MEX, 199e04b5-12c2-4a2d-a4f3-a12c3befeb25, 39, 4424, No update data, 9g3qrpymj9bu
Bird, MEX, 24266f6f-6567-448b-9317-6d957a8eba1f, 81, 11690, No update data, 9g3qx0p9br7t
Bird, MEX, aa67c75b-f0e8-4ca2-92e6-d1e128c96c58, 93, 13694, No update data, 9g3qx0p3p8sj
Bird, MEX, c5790ca5-0729-4def-873f-f7408c2356d7, 91, 12640, No update data, 9g3qx0p9c9g6
Bird, MEX, 8f7a80cf-58df-44d7-8e43-126c46767b06, 90, 13193, No update data, 9g3qx0pdf3cf
Bird, MEX, a65127ed-ebdf-4958-be90-97922b96ec9b, 80, 11523, No update data, 9g3qx0pd1fw8
Bird, MEX, c7965c14-a249-4569-be43-de4a0e85d469, 48, 5846, No update data, 9g3qrpyun1ch
Bird, MEX, 17be2be8-8a31-49c9-a97a-1f6822bbdef4, 60, 8183, No update data, 9g3qx0p8gykx
Bird, MEX, 022770ae-632c-4fb6-9405-12d3167b5b0b, 91, 13360, No update data, 9g3qx0p84825
Bird, MEX, 13b75cd5-7e0e-4a40-b7ab-c2526073ffcc, 87, 12692, No update data, 9g3qx0p9tsbg
Bird, MEX, 902167a1-e6d1-481e-80c0-b24921ab4a39, 71, 9480, No update data, 9g3qrpzwb6g8
Bird, MEX, 0f4f09c8-05c3-476d-92d2-7953abfe233e, 34, 3841, No update data, 9g3qx0qet2fd
Bird, MEX, 74abd155-e5ad-41a3-82e3-f784ebb69ced, 73, 10354, No update data, 9g3qrpzxu5dy
Bird, MEX, 2e1fd24f-0a07-4f90-9b96-b50b369947d6, 88, 12859, No update data, 9g3qrpzwgykx
Bird, MEX, d5cc6f9c-4d21-486d-b091-e35ae0331039, 91, 12640, No update data, 9g3qx0p8r2xp
Bird, MEX, 10d1ce59-d4b5-4257-8c3b-a1030d1e62ff, 54, 7181, No update data, 9g3qx20hh56y
Bird, MEX, a93b4e0d-00de-44c0-9f42-e658d828bcf1, 33, 3674, No update data, 9g3qrpzen0xk
Bird, MEX, e8285d41-3f5b-4910-a11e-d62040b8b218, 74, 9954, No update data, 9g3qx0rp73ke
Bird, MEX, 335593aa-e971-4885-b427-48ef4d5f3749, 65, 8532, No update data, 9g3qx0hymdtg
Bird, MEX, 04adfd4c-cb44-4a30-8441-1344c7477a6e, 92, 13527, No update data, 9g3qx203hgrw
Bird, MEX, 31fb3aaf-2c19-4410-bb22-43723d1080dd, 75, 10112, No update data, 9g3qx0x1b75d
Bird, MEX, 7265f7a5-3f61-417f-b76e-e33440908a0c, 15, 668, No update data, 9g3qx0x96y75
Bird, MEX, f9d7a996-e89a-4506-a1d3-acf801db1d80, 76, 10855, No update data, 9g3qx0kj50q7
Bird, MEX, b49bb63e-e99e-418a-867a-21952b9e643f, 55, 7348, No update data, 9g3qx0s39eek
Bird, MEX, 44c1c15d-8b7a-4478-bf74-b90bd2352ffd, 60, 7742, No update data, 9g3qrr8u5ckb
Bird, MEX, 7905135f-641f-4d24-8b55-e8533cd16bd4, 82, 11857, No update data, 9g3qx0zdng0t
Bird, MEX, e27ef277-4ca6-42d3-8edf-2cb51d58c652, 51, 6320, No update data, 9g3qrpmjx2rp
Bird, MEX, 3af6dabe-d208-4d2e-abb7-35a775c295ea, 52, 6847, No update data, 9g3qrpr39p64
Bird, MEX, 488ba3ce-9054-4d21-972a-bdcc08639d4e, 70, 9322, No update data, 9g3qx054jr6x
Bird, MEX, ba3c36a0-2733-4cac-bf52-72101d2fd26f, 87, 12692, No update data, 9g3qrr9twf2g
Bird, MEX, 7e2f49bf-5b2d-4fe4-8353-686633d00891, 67, 9352, No update data, 9g3qrpksbj0r
Bird, MEX, 79927805-d1d6-420f-adcb-b527863dd1f9, 76, 10270, No update data, 9g3qrpkkygvx
Bird, MEX, c4d34326-f9c4-43b0-8a22-21c8b1e77520, 70, 9322, No update data, 9g3qrpnpscxr
Bird, MEX, 7efa313b-b2d4-428e-9c13-9a6b08b5e3d7, 100, 14863, No update data, 9g3qrr99g180
Bird, MEX, 75ee72d9-70be-4832-b703-9350ee852dce, 64, 8374, No update data, 9g3qx0ueyp1h
Bird, MEX, ba08b0ac-b5e2-4ca1-b1fc-dbd068adaa8b, 83, 11376, No update data, 9g3qrr997uky
Bird, MEX, beb97eb3-8b97-4d75-8a71-27c7a351191c, 100, 14863, No update data, 9g3qrr99hp7p
Bird, MEX, ee33e996-5ef3-49c0-91a5-ed8ce5b1ebb5, 48, 5846, No update data, 9g3qx0uvkrw5
Bird, MEX, e19936eb-3d0f-4b43-aa32-fde09ae1bc6e, 24, 2171, No update data, 9g3qx1nb9uys
Bird, MEX, 6ba9ec30-3f74-4ace-b561-8a95f1dae323, 94, 13861, No update data, 9g3qrpptugp9
Bird, MEX, 24614693-b33c-435a-a697-c6f698a39bb0, 96, 14195, No update data, 9g3qrpptmd8f
Bird, MEX, 4d5bcbbb-34c6-4efd-8f41-60208765087f, 98, 13746, No update data, 9g3qrppsunry
Bird, MEX, 8a21f44d-26d6-4cef-808c-d372530b5050, 70, 9853, No update data, 9g3qrpnebdwz
Bird, MEX, b3d4eebb-e653-428e-bbbc-2402c26d97c0, 70, 9853, No update data, 9g3qx1p7037d
Bird, MEX, dbbc009a-cd90-44f9-9865-03d06c52782b, 36, 4175, No update data, 9g3qrpjkhyc7
Bird, MEX, 433a5137-be5b-4fa9-88ab-9e717adbe496, 71, 10020, No update data, 9g3qx1hcu2cj
Bird, MEX, 8c108568-dd13-449e-8251-fd4eece1dd10, 29, 3006, No update data, 9g3qrpn19uw8
Bird, MEX, f183556e-9102-42ad-9009-b8db86a48241, 74, 10521, No update data, 9g3qrpp87wzv
Bird, MEX, 4e7daf27-bb32-4ed6-a689-cf3f00a46528, 87, 12692, No update data, 9g3qx0fchk9p
Bird, MEX, 0aa00a82-0c12-4d23-9893-7e036c93e94d, 84, 12191, No update data, 9g3qrppb6x81
Bird, MEX, 254632cd-9e73-4aba-b871-115c9e6687df, 97, 14362, No update data, 9g3qrnzpmwbv
Bird, MEX, 7a244aa2-c9d2-4e3d-9807-2434242c2bb6, 100, 14062, No update data, 9g3qrppb7420
Bird, MEX, 99fdab51-86ed-4bb4-b6a9-44416993bf11, 97, 14362, No update data, 9g3qrnzpq2h6
Bird, MEX, a2982441-b1bc-4083-839c-67ea232c58dc, 98, 13746, No update data, 9g3qrnzpr20f
Bird, MEX, 7be9b3d7-2bf4-4edc-bfe8-1256630c4f2e, 96, 14195, No update data, 9g3qrnzpnz2w
Bird, MEX, ec38ad86-709b-45de-a992-f777a12b9c87, 94, 13114, No update data, 9g3qrnzxspxg
Bird, MEX, 1c34a9d3-b001-4818-be91-4f40b9f6ab9e, 49, 6004, No update data, 9g3qrr3cp7rj
Bird, MEX, e28e5f8b-ef27-4a72-9c82-7016cff36198, 97, 14362, No update data, 9g3qrnzppp5u
Bird, MEX, 8262909f-1c47-453d-b8c9-def4ae2c4816, 93, 13694, No update data, 9g3qrnzppngf
Bird, MEX, aba54e10-33d6-43f3-a8ce-bd68a175872f, 89, 13026, No update data, 9g3qrnzpnms7
Bird, MEX, c9178600-8af2-49bd-8cd1-d26c0ae78a81, 98, 14529, No update data, 9g3qrnzpntd7
Bird, MEX, fedbd6af-5e30-4068-9cc8-2a9b5e6b0314, 97, 14362, No update data, 9g3qrnzppjeg
Bird, MEX, a3ac816e-a621-426f-a7ba-66e49b8fdab4, 96, 14195, No update data, 9g3qrnzpnsdm
Bird, MEX, 40ccd43c-02af-432b-9d93-9ce4af3e509f, 97, 14362, No update data, 9g3qrnzpjfr0
Bird, MEX, 1be1df4a-da00-4da9-b129-a01fadab33e0, 93, 13694, No update data, 9g3qrnzpn1z7
Bird, MEX, b4790cdb-6489-4d10-bb1b-ae5e4358542f, 96, 14195, No update data, 9g3qrnzpn0xk
Bird, MEX, e3b38db3-ee5a-4bc4-bff6-16b39874da5d, 96, 14195, No update data, 9g3qrnzpnbvw
Bird, MEX, 2ae10a95-b404-48ca-a3ed-408750d227c3, 57, 7682, No update data, 9g3qrr0cbrew
Bird, MEX, aa618b30-1be8-4bd0-aada-3993d0139900, 96, 14195, No update data, 9g3qrnyy76sd
Bird, MEX, d584fcd2-bc82-46d9-9e62-ff5b6a9f7c3a, 85, 12358, No update data, 9g3qrnyy5szz
Bird, MEX, 516c1e97-771f-4e3e-b197-7089d4a5452c, 97, 14362, No update data, 9g3qrnyy5spc
Bird, MEX, 62144415-78f8-40ee-8970-d168548ff070, 58, 7426, No update data, 9g3qrnyyjhh3
Bird, MEX, c8414d54-6fcb-4519-a711-f49554876e7f, 100, 14062, No update data, 9g3qrnyy56kx
Bird, MEX, e2771f98-dfba-479e-b3a9-36a8fcf50f72, 44, 5511, No update data, 9g3qrnyvu21p
Bird, MEX, 688c1aeb-132a-429e-8525-79f37a2a7e43, 43, 5344, No update data, 9g3qrnyvsvc2
Bird, MEX, bfa30461-7314-46a9-b712-f57022ad5055, 44, 5511, No update data, 9g3qrnyvsk1n
Bird, MEX, ad88cf82-c03f-43af-9684-82c091df4cd5, 40, 4843, No update data, 9g3qrnyvsu1q
Bird, MEX, a91cea5f-2d3e-497c-a43e-f2b5f63ba557, 58, 7426, No update data, 9g3qrnvqmyk1
Bird, MEX, 8a40c70b-0c1b-4b99-8f59-a968082e2dae, 67, 9352, No update data, 9g3qrnyvhucr
Bird, MEX, 654feb83-cee1-4fa2-ae07-d27c4cab37ba, 81, 11060, No update data, 9g3qrr6e4s8j
Bird, MEX, 4f7752b3-0357-4090-8e45-3f9afc3f83fc, 52, 6478, No update data, 9g3qrr1usfzw
Bird, MEX, b2cbfa6a-efcd-43a1-837f-9709164772c2, 69, 9686, No update data, 9g3qrr1gkmn1
Bird, MEX, 2f57dc53-a633-49bc-b255-33823719e1de, 56, 7515, No update data, 9g3qrr6bbw2w
Bird, MEX, 3796c596-2fbf-4c30-8924-e8f3e4f4cfb5, 64, 8851, No update data, 9g3qrr4m0808
Bird, MEX, 6bf41bd1-23cb-4869-8543-9164cac0ea0c, 94, 13861, No update data, 9g3qrr4v8y5f
Bird, MEX, 98fdef63-c833-4ef7-b872-5cff4be4f34b, 98, 13746, No update data, 9g3qrr4v8d2d
Bird, MEX, 8bdbd0e2-0f7c-4f0f-b230-1c1a0d92e30a, 94, 13861, No update data, 9g3qrr4v200d
Bird, MEX, 3cac7336-10d6-4b60-aae3-3ec7d747f65e, 96, 14195, No update data, 9g3qrr4v2u7y
Bird, MEX, d1716045-ef5a-42bd-a380-e9c5342668db, 94, 13861, No update data, 9g3qrr4v2fgu
Bird, MEX, f4f69255-dfb2-4ced-9aa2-3113728fd7c1, 84, 12191, No update data, 9g3qrr4v3k2q
Bird, MEX, ac966d93-9b45-40e4-ac81-b5e5e5f6a588, 57, 7682, No update data, 9g3qx1498njk
Bird, MEX, 7116cd25-0d2c-40b2-8522-bab583aaf158, 96, 13430, No update data, 9g3qrnwrzhgu
Bird, MEX, a44849b7-e317-4f29-a7cf-80836e1a0282, 46, 5845, No update data, 9g3qx8mc7ref
Bird, MEX, 9208a3e4-d32a-43a8-b0f5-4df87220bfa8, 76, 10270, No update data, 9g3qx8mg1tfw
Bird, MEX, 4f7a6b75-a9b3-456a-b993-feb69b2ac4f6, 61, 8350, No update data, 9g3qx8n55enu
Bird, MEX, 0d6ce863-a466-4630-b473-bb2e3c29e4c5, 18, 1169, No update data, 9g3qx8sc9yxp
Bird, MEX, f04494f4-59db-4f99-9e45-ac26c79a9a45, 98, 14529, No update data, 9g3qx8sgvcg7
Bird, MEX, 4b045bd0-c01c-40ac-b6b9-9a61ef6d3767, 96, 14195, No update data, 9g3qx8sguucw
Bird, MEX, 791ef0fd-daec-4e8b-b53d-b9a4a71cac69, 72, 10187, No update data, 9g3qx8sg81ju
Bird, MEX, 0f53352e-017d-40df-a8e0-34dd4caa44bf, 45, 5678, No update data, 9g3qx8rdq03t
Bird, MEX, 5f2221a6-ce04-4340-99da-40e618bce8eb, 79, 10744, No update data, 9g3qx8su5kez
Bird, MEX, e04c1988-c96c-4b1f-95a7-4c054e77c607, 87, 12008, No update data, 9g3qrxgyzzrt
Bird, MEX, 95f8f17b-2129-47a9-ba83-ba9bacf3c7af, 72, 10187, No update data, 9g3qrxgzp8h3
Bird, MEX, d9d2fba9-4f8d-4316-93bd-1ff758dd45d1, 85, 12358, No update data, 9g3qrxgyzgxw
Bird, MEX, ed546bbb-0124-49ab-8806-92628e544978, 87, 12008, No update data, 9g3qrxgyzwu3
Bird, MEX, dbab25a0-13ed-4eda-a044-bd5b6a177dc4, 81, 11060, No update data, 9g3qrxgyzbr8
Bird, MEX, fb440229-33c3-4b36-a424-faddc8a4df7d, 90, 12482, No update data, 9g3qx8rfx7q3
Bird, MEX, 8a9ca3a2-4b73-491f-a635-c4acc14351d9, 62, 8517, No update data, 9g3qrxgyxqp7
Bird, MEX, b7e61a47-c970-4cb2-8fea-fd7e0e5b1da3, 97, 13588, No update data, 9g3qrxgyxhe1
Bird, MEX, 009c0845-805a-4306-9634-9eabb53185d8, 84, 12191, No update data, 9g3qrxgyx5e5
Bird, MEX, ca246428-6107-42dd-b25a-e90c7f1cfece, 84, 11534, No update data, 9g3qxb250e1j
Bird, MEX, 88e3c85d-8612-495c-a5cb-84e16fe726f9, 30, 3173, No update data, 9g3qx87hx47h
Bird, MEX, b8a90ce6-ded3-42ec-a73f-d4439529363a, 53, 6636, No update data, 9g3qrxgm30p7
Bird, MEX, bafd3dc0-89a9-43ad-8a99-86734e5d9efa, 81, 11690, No update data, 9g3qrxshjsqk
Bird, MEX, 3ff848c3-60ca-49f7-89ad-7d791a133766, 64, 8374, No update data, 9g3qx8zhvdnm
Bird, MEX, 0841b713-879f-4714-9595-70d621b17a78, 84, 11534, No update data, 9g3qx84b7uv0
Bird, MEX, 3b1e5f34-ca8e-4444-965a-c1f9cfdae688, 40, 4843, No update data, 9g3qx8e40mfy
Bird, MEX, 8c38d0da-b1e3-44c4-a44c-17c512771a86, 47, 6012, No update data, 9g3qx8e480jy
Bird, MEX, af55b129-f7ec-4ddd-b33b-2ffc963a21dc, 56, 7515, No update data, 9g3qx8e4b8x5
Bird, MEX, dc2f9658-a408-4ce7-b4ea-9dbb89231f5d, 45, 5678, No update data, 9g3qx8gf0r4y
Bird, MEX, 0a4972ae-6894-4cb5-ac11-7caced758c98, 46, 5530, No update data, 9g3qx8uqgd1v
Bird, MEX, 15d9defc-ca6e-4a25-9e86-ec875b177ae2, 74, 9954, No update data, 9g3qx8gewrke
Bird, MEX, 0dd5f0ca-cd5b-4d6e-b414-bd898861243e, 65, 9018, No update data, 9g3qx860hqq2
Bird, MEX, 739853a3-1612-40e7-97c5-da195f02078e, 31, 3340, No update data, 9g3qx8607j07
Bird, MEX, 831b69ac-c30d-40e3-9a9b-212d4b65b06b, 61, 8350, No update data, 9g3qx8dxm650
Bird, MEX, b9e09ce7-9cc2-4556-94c0-42a3317ec552, 51, 6320, No update data, 9g3qx8dxwhr8
Bird, MEX, 34167d83-910b-4f8b-a30c-bbd05cdbb9e6, 60, 7742, No update data, 9g3qrxq19g8f
Bird, MEX, 17209baa-c5c6-45fc-909b-f5c479dd44b9, 90, 13193, No update data, 9g3qrxq1d3xp
Bird, MEX, 482ef0be-de36-4b95-959e-0d70d01c298c, 81, 11060, No update data, 9g3qrxq19bz1
Bird, MEX, 84cb08c0-d190-4ad3-9fad-30b871c9e4c3, 62, 8058, No update data, 9g3qrxq16qx5
Bird, MEX, b2f19614-ab0a-4e09-b816-d5203cd0f2aa, 46, 5845, No update data, 9g3qx9jy33tw
Bird, MEX, 71941307-1113-4832-be9f-996ce6171e27, 40, 4843, No update data, 9g3qx8dnws6b
Bird, MEX, 74e725ce-0490-4e55-8f5e-6dcbf7b63766, 75, 10688, No update data, 9g3qrxcgnh3k
Bird, MEX, 8b60fa4a-6f3b-45ea-bbb6-52aee5a4d3d2, 79, 10744, No update data, 9g3qx89uymsd
Bird, MEX, 965fba0e-484f-4d2c-9a4a-25d75522c670, 66, 9185, No update data, 9g3qx956y5pe
Bird, MEX, 32cb2fcb-39f3-4ec1-b35c-7f55c9b32cb3, 100, 14062, No update data, 9g3qrx7ec7j9
Bird, MEX, 33dcc4bd-7637-4a2f-a6a6-db29e80f91c4, 100, 14863, No update data, 9g3qrx77zrp6
Bird, MEX, 4a369b29-bdfc-4b07-bf6b-fc916eea4007, 99, 13904, No update data, 9g3qrx7eb5jc
Bird, MEX, 3f91e9c9-e6a7-4684-9ec3-d6e6cf4517f5, 73, 9796, No update data, 9g3qx9k8kse8
Bird, MEX, f06ac137-e533-41fb-9781-7f3450f64699, 81, 11690, No update data, 9g3qx9k8wp3s
Bird, MEX, 4c820451-bea0-4c9f-9460-7247cf804e36, 84, 12191, No update data, 9g3qx9k8tpsy
Bird, MEX, a669a4ba-260d-4bff-a7bb-0e8ef1ad557e, 64, 8851, No update data, 9g3qx9k8ue7t
Bird, MEX, 1a1adc92-5007-41ea-872b-89ecc676eca2, 97, 14362, No update data, 9g3qrxjt9sfd
Bird, MEX, 1a5a5b09-8625-47de-8863-e5ba4822592c, 33, 3674, No update data, 9g3qx8fmfz5s
Bird, MEX, bba7f93d-d5c4-4fff-9928-8f098452b102, 73, 9796, No update data, 9g3qx89x8exh
Bird, MEX, 8639642f-bc4a-4788-a997-ecea29942d64, 65, 9018, No update data, 9g3qx9m5xrxw
Bird, MEX, 4b50ca47-aa76-4125-a308-5e59f13694fa, 48, 5846, No update data, 9g3qrx6gd0gc
Bird, MEX, d283100e-a153-451a-8233-506a8e476c0e, 93, 13694, No update data, 9g3qrxhunbwh
Bird, MEX, 4ee96ebd-d7ad-4cea-bf79-4ec16997a672, 100, 14863, No update data, 9g3qrxhu1z2y
Bird, MEX, 34279e58-3fa1-41d7-abda-86ef879d841f, 99, 14696, No update data, 9g3qrxhu4kzp
Bird, MEX, 9b1134d2-2c38-4f2c-b0f0-5b68e78512a0, 93, 13694, No update data, 9g3qrxhu42zn
Bird, MEX, fd51ce48-459a-4fb8-ad25-7441b6e3fd29, 69, 9686, No update data, 9g3qrx9f8w2u
Bird, MEX, d7919d9c-1946-4969-9345-ddc8c8d0f7dd, 83, 12024, No update data, 9g3qrx9eghyt
Bird, MEX, 57e32f39-36b0-44be-ad84-a7829ed6bd7a, 99, 13904, No update data, 9g3qrxc1qx6b
Bird, MEX, ca264705-8a9b-461c-be40-6b979e038e06, 64, 8374, No update data, 9g3qrxc1mew0
Bird, MEX, fe9762f0-0366-4b80-85cf-f3c7eb8e594a, 94, 13861, No update data, 9g3qrx9s24tf
Bird, MEX, bc1352bc-28f8-456a-bf7a-0bc9a7175bba, 99, 13904, No update data, 9g3qrxc1sgxg
Bird, MEX, f8127ee7-07df-4664-9f56-8aab31c35c49, 64, 8851, No update data, 9g3qrx9kx46g
Bird, MEX, 65ec711a-c635-4597-a88b-54392a4dab98, 96, 14195, No update data, 9g3qrx9krn6f
Bird, MEX, 25f481d5-e791-45aa-9279-cf03f2f5826b, 99, 14696, No update data, 9g3qrx9kw9rv
Bird, MEX, aa8f0c35-744a-44c2-bec4-924c01b3c04e, 97, 14362, No update data, 9g3qrx9kntzv
Bird, MEX, 9791377b-7de6-4470-acc4-7044b2e23e16, 22, 1837, No update data, 9g3qx9rfykhc
Bird, MEX, e356ad85-d705-44f7-855d-291c4eea2187, 84, 12191, No update data, 9g3qxc21yx5h
Bird, MEX, 620cf5a7-5a39-4099-9563-96ee835cb8e9, 46, 5530, No update data, 9g3qrxh53cby
Bird, MEX, 491f7cf3-237f-462e-9533-48e29e29f64e, 45, 5372, No update data, 9g3qx88gk7y7
Bird, MEX, 4f4a3fd4-8cbe-4e90-be29-29b93cc521c8, 92, 13527, No update data, 9g3qrx5exxk3
Bird, MEX, 25dbcec0-fb77-408b-b568-c19bb6a808ef, 96, 14195, No update data, 9g3qrx5eqtfz
Bird, MEX, ef4510e6-b520-4734-8f6f-a907aae8dfa7, 100, 14863, No update data, 9g3qrx5fcj4q
Bird, MEX, 733f9052-a32c-42d4-a7ae-38ad3a95d349, 96, 14195, No update data, 9g3qrx5dzj5n
Bird, MEX, c4f44df4-d37b-4c72-8a1f-b1ce4d4e6169, 100, 14863, No update data, 9g3qrx5fe0b9
Bird, MEX, a07c6ff7-982e-4c28-bf48-499566204142, 93, 12956, No update data, 9g3qrx5fk6wd
Bird, MEX, eb3e087f-102c-4277-852d-98086351f6bb, 72, 10187, No update data, 9g3qrx61zv4x
Bird, MEX, 5927a50c-aabf-44a1-8433-8eb80c6d0b65, 71, 9480, No update data, 9g3qx8c57fvn
Bird, MEX, 0897457f-20df-4e3f-a974-55ebe46a1a1a, 48, 6179, No update data, 9g3qx8chqhc3
Bird, MEX, f3ba60a3-fed9-421d-adc6-355fccbb1864, 72, 10187, No update data, 9g3qrx64c0f7
Bird, MEX, 87cbf7ea-bfef-4a8f-a57d-274186942617, 79, 11356, No update data, 9g3qx8chtwnh
Bird, MEX, eab3f3be-dced-4b4d-8059-62e83c26d1a5, 80, 11523, No update data, 9g3qrx5bjt85
Bird, MEX, 59f034fe-4efa-4f0e-8b97-a00b215f4e1b, 67, 9352, No update data, 9g3qrx3s8hjy
Bird, MEX, 4adb2bcc-9229-4d35-b508-998bcec872d1, 100, 14863, No update data, 9g3qrx3bup56
Bird, MEX, e86fd655-24a5-4f73-8715-215aa2acf76e, 26, 2505, No update data, 9g3qrx52vpku
Bird, MEX, e3541ff8-4896-4044-9e27-21ef34c898f9, 66, 8690, No update data, 9g3qrx3beqew
Bird, MEX, 0428c0c5-4973-4458-9c61-95bc31a9f8a9, 93, 13694, No update data, 9g3qrx3b6ygt
Bird, MEX, e6991c30-59e6-46bc-8791-1e8d6fe2e474, 56, 7110, No update data, 9g3qrwunp45j
Bird, MEX, ce9c9e88-29db-4ea7-909f-4e240580ff64, 91, 13360, No update data, 9g3qrx4crfzs
Bird, MEX, 37b38883-fc49-4f30-89c6-e5521def821a, 92, 13527, No update data, 9g3qrx4crds6
Bird, MEX, f5eead87-226e-4e28-9b35-4f6d22ce03df, 56, 7110, No update data, 9g3qrx4cmk7j
