Bird, MEX, d020a4d6-c23d-4e90-b496-bfbd6f807277, 100, 14062, No update data, 9g3qx2s58hbe
Bird, MEX, 8c04db84-2982-411e-868e-448bc7d48333, 71, 9480, No update data, 9g3qxcymzj73
Bird, MEX, b92936b6-e47d-4aea-96e3-16291fd46395, 19, 1264, No update data, 9g3qxf5edwmx
Bird, MEX, 7983aecb-9ba8-4a3e-8c5f-31ebc1f5c9b7, 34, 3841, No update data, 9g3qxfk00w36
Bird, MEX, d96ce402-e456-4a64-8847-53968cdf346f, 42, 4898, No update data, 9g3qxfmd6dj9
Bird, MEX, 507c85af-6b8d-47a1-b9d9-eea8fc0d6e4f, 54, 6794, No update data, 9g3qxfpz4kz8
Bird, MEX, 8ba13f38-d638-40ab-a05c-a12f8ebaf3f5, 69, 9164, No update data, 9g3w81v2qvb2
Bird, MEX, def29b13-1387-4b82-b22c-661c63e7a876, 45, 5372, No update data, 9g3w81ty4kz8
Bird, MEX, cbb17fd9-99b1-49b1-8d9f-9d49119b9604, 73, 9796, No update data, 9g3qrkm8s856
Bird, MEX, adc6ae4f-52d7-42a6-9fef-bbe285c4ae20, 73, 9796, No update data, 9g3qrkv1vmfb
Bird, MEX, 3d01e71f-63fe-4283-bf7d-5faf2e56bfaf, 63, 8216, No update data, 9g3qrkg0kzpt
Bird, MEX, b7a43ee9-0fc1-4dc8-a1de-667803f71173, 49, 6004, No update data, 9g3qrt0ktdq0
Bird, MEX, 688c77c5-f61b-4407-ae98-f508bde8af9a, 65, 8532, No update data, 9g3qrk6w8tyz
Bird, MEX, 139661d5-2ea0-494d-9ade-8a14995faf37, 75, 10688, No update data, 9g3qrmhjyn14
Bird, MEX, 6cd1f77f-9e85-4d93-b66d-4c0c709f8051, 40, 4582, No update data, 9g3qrmhp4e01
Bird, MEX, f1dfd639-e3c1-4f45-9cc1-6958513abbfb, 61, 7900, No update data, 9g3qrkfswfmb
Bird, MEX, 1be2227c-68d1-460d-83a5-a46ca069665a, 72, 9638, No update data, 9g3qrmqnq7hk
Bird, MEX, 1f9e2f30-e336-4d3d-ac28-b23f50927005, 83, 11376, No update data, 9g3qrkf0jnu8
Bird, MEX, 22d85d2f-0605-4665-bdc6-6a667f1f7742, 100, 14062, No update data, 9g3qrmmwjcu6
Bird, MEX, c085d3dc-b1ce-45df-9649-203bdfea7fa9, 100, 14863, No update data, 9g3qrmmwj3db
Bird, MEX, 005af541-9396-4d20-af1a-b0e426d3cd34, 100, 14863, No update data, 9g3qrmmwjdnh
Bird, MEX, 4446693f-2397-4602-9e41-12a0524764f1, 62, 8517, No update data, 9g3qrmk713t2
Bird, MEX, 34167d83-910b-4f8b-a30c-bbd05cdbb9e6, 48, 5846, No update data, 9g3qr7f1ysf9
Bird, MEX, 21e19274-c3d3-44ef-95c6-14ca72bdd36d, 91, 12640, No update data, 9g3qrk1c1w7q
Bird, MEX, d120ebb2-5a80-49f8-a30d-7c276b94cd57, 70, 9322, No update data, 9g3qrmkx1yb9
Bird, MEX, 82a3f6ab-c557-4a0c-bd3c-775835d7f577, 67, 8848, No update data, 9g3qrm41r2by
Bird, MEX, cad44891-745e-4bac-be2f-0b23b26e747b, 49, 6346, No update data, 9g3qrm4xjwqp
Bird, MEX, 1a05c7bc-85b1-47d8-a9d7-7c09c151bef5, 80, 11523, No update data, 9g3qrm4xqmk3
Bird, MEX, f9e07e9d-7bdc-4c0c-8517-b9a3706a056f, 79, 11356, No update data, 9g3qrm7t0bef
Bird, MEX, bce122a8-4003-4eb5-8513-a3b1cd77f8cb, 83, 12024, No update data, 9g3qrm7t1ynt
Bird, MEX, 563944f4-6b1f-4801-a942-b55e5e869fb0, 97, 14362, No update data, 9g3qrm4x7ysc
Bird, MEX, ec0fd5d2-4e1e-4857-bb78-ecc0fd57b239, 85, 12358, No update data, 9g3qrm7t0v5z
Bird, MEX, 12715cda-38da-4ee6-8c72-3251efa63f28, 97, 14362, No update data, 9g3qrm4x688h
Bird, MEX, 471cdfda-76c5-4984-b14c-2b1821fe52a1, 88, 12166, No update data, 9g3qrm4x6s04
Bird, MEX, c150874f-23d4-4a14-984c-049219b56728, 76, 10855, No update data, 9g3qrm7t2wyg
Bird, MEX, 1b8e53fa-edd8-488c-8c72-f0782412b568, 87, 12008, No update data, 9g3qrkc6qksm
Bird, MEX, 5f078b97-82eb-4723-8c75-c0a0d33239cf, 97, 13588, No update data, 9g3qrm7mw2sr
Bird, MEX, b453c9f8-3a61-4889-8f9b-eedf032e5ce0, 98, 13746, No update data, 9g3qrm7mt24g
Bird, MEX, ec282f9d-c4c9-4f6b-b4cc-1164a1722115, 98, 13746, No update data, 9g3qrm7mwn5q
Bird, MEX, 2e06d585-a3fa-4499-ad2a-1e17920e3c59, 65, 9018, No update data, 9g3qrkc6ebhg
Bird, MEX, 503f31a4-8d81-4178-88b5-4f487a2bb919, 98, 13746, No update data, 9g3qrm7mv4ke
Bird, MEX, fa564e5b-bd6b-4413-b8f5-4a52f0fdb436, 72, 9638, No update data, 9g3qrkc6d9th
Bird, MEX, 2be76e51-8f2d-4f79-90df-c7ad61867216, 93, 12956, No update data, 9g3qrkc6dtmh
Bird, MEX, 33bb3e40-73b0-45ca-96f7-1c9cf7cfe9a3, 87, 12008, No update data, 9g3qrkc6d5hy
Bird, MEX, 4f45d79b-2e81-4704-8e0c-491cb1a69059, 87, 12008, No update data, 9g3qrkc69q87
Bird, MEX, 868f6e66-2df0-42a7-8734-9e6f0103ab2d, 100, 14062, No update data, 9g3qrm7ryevj
Bird, MEX, 11f1ec41-516b-4137-8d03-93300417e57a, 98, 14529, No update data, 9g3qrm7ryevj
Bird, MEX, cd75e715-2448-4b65-b214-2bb8c7fc8891, 99, 14696, No update data, 9g3qrm7ryevj
Bird, MEX, 6ac19057-d456-42f2-8b15-a6f5b2115c23, 98, 14529, No update data, 9g3qrm7resc8
Bird, MEX, 9f5341c6-cd6e-42cc-b230-577c6091fcc7, 99, 13904, No update data, 9g3qrme2jfkn
Bird, MEX, ae02b51b-123a-4953-b879-ccdd4f8d7c0c, 99, 14696, No update data, 9g3qrm7rg427
Bird, MEX, 70c01e06-41bd-4ca5-998b-59aa9ca0fb83, 98, 14529, No update data, 9g3qrmshq131
Bird, MEX, 09b4b3b1-fb6a-4e2b-a65c-cb1e43f092da, 99, 14696, No update data, 9g3qrmshhr05
Bird, MEX, 65f13d3f-0b2d-4f4a-8c16-f491737010a8, 97, 14362, No update data, 9g3qrmshsskr
Bird, MEX, 0275247e-d8a4-4354-9ea2-73d1af9a675c, 45, 5372, No update data, 9g3qrhq8r2x5
Bird, MEX, 793f7d33-243b-480f-b3a3-2f221a376d94, 49, 6004, No update data, 9g3qrhvxtw0b
Bird, MEX, 94a34ee2-e516-407e-8f1b-98eb84c9e7e1, 81, 11060, No update data, 9g3qrhkx2w88
Bird, MEX, eb24dbdb-add7-4f69-8223-1c272735bb7b, 67, 8848, No update data, 9g3qrj58yx66
Bird, MEX, 90f9e687-cd7b-4f5a-acf5-3ff76b574f3c, 58, 7426, No update data, 9g3qrj3xyn8y
Bird, MEX, 84261030-0cf3-4764-a8bb-897d59a84907, 54, 6794, No update data, 9g3qrj935tx9
Bird, MEX, b3174f69-fcd6-4e94-8eca-28a1533e1048, 49, 6346, No update data, 9g3qrj9zpyf1
Bird, MEX, c2d82507-c8a5-457b-a2e6-d3070fc41652, 81, 11060, No update data, 9g3qrj9zr3bt
Bird, MEX, 08d7ea26-71eb-4930-99dc-57e4d12def2c, 49, 6004, No update data, 9g3qrjdp2nt6
Bird, MEX, 9e734a02-7564-48fd-9bd7-33c4ca724f1b, 83, 11376, No update data, 9g3qrjdp95cg
Bird, PBC, 6e54d93d-8197-4d8f-9347-6d1342c419ef, 96, 14195, No update data, 9g6h7n4gsbr9
Bird, PBC, fbc1c646-9d26-43cc-8e8f-b0db6f3fd3e1, 73, 10354, No update data, 9g6h7n4gkwkt
Bird, PBC, 24f388cd-9f9a-412b-8397-c35ed59db9a1, 97, 14362, No update data, 9g6h7n4gkgcq
Bird, PBC, c7972ae7-bf69-4a82-b610-fbd7e9313832, 92, 13527, No update data, 9g6h7n4gkfxw
Bird, PBC, 52ee4d7f-248a-45ee-970e-68806bf144fb, 82, 11857, No update data, 9g6h7n4fzwk0
Bird, PBC, de2993fb-c1da-4cf6-b471-6f6a3e6d093b, 100, 14863, No update data, 9g6h7jf2qqh7
Bird, PBC, 15ed7681-1426-4d26-a15e-16ad293c4f5f, 100, 14863, No update data, 9g6h7jf2hb9r
Bird, PBC, d3e2fe89-7363-426f-b300-ab352df9367d, 100, 14863, No update data, 9g6h7jdrurnq
Bird, PBC, aec832b3-ede7-461e-b58c-a7fa79c49d60, 56, 7515, No update data, 9g6h7jdrsts9
Bird, PBC, 2eb776f3-e8bc-4cdd-ae92-e38404612675, 81, 11690, No update data, 9g6h7jrpuqy7
Bird, PBC, 530d6b17-82a0-49ac-ad4b-f4871f2827f8, 100, 14863, No update data, 9g6h7jq388x4
Bird, PBC, a5286a54-9879-4cce-98e2-0e542ef32de1, 100, 14863, No update data, 9g6h7jq31sg8
Bird, PBC, 7a889905-5345-4608-8295-83ab8c14e60d, 100, 14863, No update data, 9g6h7jq36f53
Bird, PBC, f2f38284-b6bc-477e-aecb-83d741078582, 100, 14863, No update data, 9g6h7jq347f4
Bird, PBC, afc8067e-7b8b-4fbe-80dc-e1be52292709, 100, 14863, No update data, 9g6h7jnkwx6u
Bird, PBC, c9a4c41e-3504-44a3-a959-eff4ebe0eabc, 100, 14863, No update data, 9g6h7jnkw7h9
Bird, PBC, bc94efbb-281e-4857-9f33-cfa88b988983, 62, 8517, No update data, 9g6h7jnc06gu
Bird, PBC, 38dd1ad4-fd54-40c3-af18-ff2b6f4edc71, 100, 14863, No update data, 9g6h7jnc06ef
Bird, PBC, f63dfd22-5c2f-4afd-9e58-3c345911a2fa, 89, 13026, No update data, 9g6h7jnc1y2d
Bird, PBC, df58b661-2500-4416-8474-258dab80c6cb, 96, 14195, No update data, 9g6h7jnc10rm
Bird, PBC, 7bb4253b-c32d-4050-a797-6f6906e5e4cd, 100, 14863, No update data, 9g6h7jnbcrv3
Bird, PBC, 07ba914f-4c0f-40ba-a297-6346a40be63f, 94, 13861, No update data, 9g6h7jnbcs59
Bird, PBC, 9726ef99-c1b4-4e8a-9798-b10b319f9790, 92, 13527, No update data, 9g6h7jnbf7ph
Bird, PBC, f6df7fb5-56a8-44c4-a76a-4086d9f8f528, 100, 14863, No update data, 9g6h7hsrqt6w
Bird, PBC, ea4d32a7-47d7-4d58-9a1b-666ecb2de1f4, 100, 14863, No update data, 9g6h7hsrkb3x
Bird, PBC, 00e225d1-a1e6-4483-a222-f661c46c6aa1, 100, 14863, No update data, 9g6h7hsrkbzc
Bird, PBC, 5608506e-c4e5-4462-ac4f-89c2f6632927, 100, 14863, No update data, 9g6h7hsrhfzu
Bird, PBC, 6e2d6089-9385-494e-abcf-9f56bd8a7177, 100, 14863, No update data, 9g6h7kcn5d3b
Bird, PBC, 27f15815-07a0-406e-a2b6-11305679382e, 100, 14863, No update data, 9g6h7kcju7ns
Bird, PBC, 61ff65d4-0520-4345-b346-f6dbf662af7a, 100, 14863, No update data, 9g6h7kcjudg6
Bird, PBC, c2cb6cc3-d3ba-48cc-a665-1cf114d262e3, 100, 14863, No update data, 9g6h7kcjvhhc
Bird, PBC, 90a42abe-2cea-4582-8cbd-f5cc355a856c, 100, 14863, No update data, 9g6h7kcjv1uu
Bird, PBC, 052d2d9f-46c2-49d9-ab3d-5c410be1210f, 100, 14863, No update data, 9g6h7kc0dhgv
Bird, PBC, 2310d033-f1ef-4d83-ade2-0c7693a60c8d, 100, 14863, No update data, 9g6h7kc0gcm0
Bird, PBC, 5897572c-0d6c-4b97-9703-cef4c88e1c42, 100, 14863, No update data, 9g6h7kc0ezmh
