Bird, MEX, 0feea2ab-559e-4baf-acd1-07d7a343162f, 49, 6004, No update data, 9g3qx2kpvqzc
Bird, MEX, a69a3d39-066b-4e85-8628-48f619700562, 100, 14062, No update data, 9g3qrntbyhzk
Bird, MEX, a45e2376-bae6-464e-93fc-54f587107b5e, 100, 14062, No update data, 9g3qrntbyjpq
Bird, MEX, 74961551-21e9-4c18-93d9-31ac82bff70b, 100, 14062, No update data, 9g3qrntbyh94
Bird, MEX, 078fb264-2a97-4f98-99dc-7d578bbdc81f, 100, 14863, No update data, 9g3qrntcjbuj
Bird, MEX, 9600e375-cc88-47e8-ae8a-0a709a12ad3c, 99, 13904, No update data, 9g3qrntcjush
Bird, MEX, 6492a450-a57c-4680-942f-135592d8245a, 100, 14062, No update data, 9g3qrntcq1r6
Bird, MEX, b3e49636-7ea3-4f6d-ad06-443d74e3f187, 48, 6179, No update data, 9g3qrjtsgfst
Bird, MEX, 8f6f297f-4e3a-46b8-93dc-86d8fc58223f, 35, 4008, No update data, 9g3qrjtsfy55
Bird, MEX, 99176e95-5404-4245-a4e1-abcf9f33b9a4, 96, 14195, No update data, 9g3qrm8d1wg3
Bird, MEX, 4f49ebf3-0e5e-4ef1-99a9-122fe3b26311, 100, 14863, No update data, 9g3qrm8d1t5r
Bird, MEX, 3836ec37-a18b-465a-ab84-d816d686f677, 100, 14062, No update data, 9g3qrm8d7mh8
Bird, MEX, ac7c006a-4281-4c1e-a6a2-a00db9a3e53b, 55, 7348, No update data, 9g3qrjw0rqr0
Bird, MEX, 26e05cf6-bc32-46e8-aec2-40afd5eb7e43, 100, 14863, No update data, 9g3qrjqz1nf1
Bird, MEX, c2723f03-64c1-4928-a9df-f7bba281ff16, 100, 14863, No update data, 9g3qrjqz0gtj
Bird, MEX, 76ebf6af-6320-4fe5-90ae-6d7f13655a69, 100, 14863, No update data, 9g3qrjqz0gj4
Bird, MEX, b560e44d-8746-4595-b9f9-2a8f09e37304, 100, 14863, No update data, 9g3qrjqz07et
Bird, MEX, 04f4084d-9625-4202-ad41-f8d753a3be4f, 49, 6004, No update data, 9g3qrjubp22b
Bird, MEX, e52d5d86-6610-4aec-bf99-da8916cedc6f, 73, 10354, No update data, 9g3qrmc2jvhp
Bird, MEX, bb688337-d493-4fb0-83ff-c7a8c12aa7a9, 100, 14062, No update data, 9g3qrm889kv0
Bird, MEX, 47c35824-5190-4025-a7f4-7d8ec7bb96b1, 99, 14696, No update data, 9g3qrm882nt3
Bird, MEX, 0c77d2be-4ef6-4b9c-9f49-a58202b7a6a6, 100, 14863, No update data, 9g3qrm889ub2
Bird, MEX, 14fb6c22-2874-45f0-bdaf-f199b0eef27a, 99, 14696, No update data, 9g3qrm8897jp
Bird, MEX, dd04501b-8b30-4a84-a119-02bb88fae149, 100, 14863, No update data, 9g3qrm889eg7
Bird, MEX, b42f1d61-f516-4e68-9c37-f41ec965e087, 73, 10354, No update data, 9g3qrmcv1z07
Bird, MEX, 288e9f60-4726-43c5-bff0-22dfb0a5f920, 100, 14863, No update data, 9g3qrm882mes
Bird, MEX, 441cd7c5-94d8-47b8-a431-b9b6fdd5697d, 100, 14863, No update data, 9g3qrm889g83
Bird, MEX, e484f4e0-0a41-4b05-85e4-5b9bef56bcaa, 96, 14195, No update data, 9g3qrm882wqb
Bird, MEX, 7b08268a-c6fa-4e57-a898-225bad1bb55b, 99, 14696, No update data, 9g3qrm882s2s
Bird, MEX, 10e59bcc-5483-4164-bb12-ed149907aa5c, 100, 14863, No update data, 9g3qrm883nd1
Bird, MEX, ae695be3-0075-4edb-a83a-94c3639e67f3, 100, 14062, No update data, 9g3qrm88d79c
Bird, MEX, a3a24e72-8611-4bd4-a541-115057708d52, 100, 14863, No update data, 9g3qrm883hdn
Bird, MEX, 239cd58d-4460-4ac0-91dc-2632951e2986, 79, 11356, No update data, 9g3qrmcvd9j1
Bird, MEX, da40ebf7-651f-46d7-b32d-c9d64213c45b, 90, 12482, No update data, 9g3qrmc8ge39
Bird, MEX, 8ba8c16a-b3b1-4458-8e21-12a0f49bdd1e, 100, 14062, No update data, 9g3qrjub1kbn
Bird, MEX, 63aa6520-bf0a-45ea-bcf5-9865a15c3dcd, 88, 12166, No update data, 9g3qrmc8g8xb
Bird, MEX, a8bfc90c-a9e1-4be1-ab3f-1761a8e9625a, 100, 14062, No update data, 9g3qrjub0yhv
Bird, MEX, 1a39eb17-eb93-4766-b443-56a5fdaad5ce, 100, 14062, No update data, 9g3qrjub143y
Bird, MEX, dcd2749b-a78a-48bd-bbe0-3e42cdc41eba, 100, 14062, No update data, 9g3qrjub0x8x
Bird, MEX, b1ff650c-6003-4fca-a3cc-7c57811323dc, 100, 14062, No update data, 9g3qrjub067w
Bird, MEX, 7dd98ff5-1cdd-4e0d-ab6b-c7d63250b65c, 83, 12024, No update data, 9g3qrmc8tpsd
Bird, MEX, 3827cc74-f39e-42a2-809e-c0229d8db00f, 61, 8350, No update data, 9g3qrmc8v64f
Bird, MEX, 0cafebd8-db83-4c63-8652-3204db12fd7e, 99, 13904, No update data, 9g3qrmc8v6xv
Bird, MEX, 5d85c395-a2c3-4e49-9414-4f68f23bfb2e, 29, 3006, No update data, 9g3qrmc8v2py
Bird, MEX, cdde521f-5c44-4795-b022-2a2f73a4c904, 100, 14863, No update data, 9g3qrq1bn9d8
Bird, MEX, ce9c9e88-29db-4ea7-909f-4e240580ff64, 79, 11356, No update data, 9g3qrmc8v8jy
Bird, MEX, 983a46a2-38c9-464f-b9ab-587f028ecbfa, 100, 14863, No update data, 9g3qrmczyy0g
Bird, MEX, 8c72d206-7a3d-415c-85cc-0d453395e290, 100, 14863, No update data, 9g3qrmczzpgz
Bird, MEX, e8db8f59-70ca-45ef-88e2-e4d59b4bcff0, 99, 14696, No update data, 9g3qrmczzj7z
Bird, MEX, 59e9da0f-8f97-4ada-b77f-bb1a39cf637c, 100, 14062, No update data, 9g3qrmc9nfjs
Bird, MEX, 6378c0b6-76c1-4023-bba8-dec22783f064, 100, 14863, No update data, 9g3qrmc8yddt
Bird, MEX, c3d8ad12-3ce2-42a3-b94f-2d6286a62a67, 99, 14696, No update data, 9g3qrq1bp8s5
Bird, MEX, 426c774c-cea2-49fa-b93b-7afb6a8e0c73, 100, 14863, No update data, 9g3qrmc8z5eg
Bird, MEX, 326c91e2-0620-463b-b366-bab95ba9dfb7, 94, 13861, No update data, 9g3qrmc8wfte
Bird, MEX, 5d8e364f-ed6b-48a9-bea7-b90df1aba21c, 84, 12191, No update data, 9g3qrmc8x05g
Bird, MEX, 68c1c7fb-9e43-44bf-8ae8-8901c2c758da, 87, 12692, No update data, 9g3qrmc8xgf7
Bird, MEX, 76146238-7668-4509-94a3-07e742b4a812, 56, 7515, No update data, 9g3qrmcb708j
Bird, MEX, 749a2ff8-0eb2-4e53-87f8-c4bac3c4f576, 91, 13360, No update data, 9g3qrm91x2p5
Bird, MEX, e92f9955-c000-4696-8e8c-d7d85d184a8d, 82, 11857, No update data, 9g3qrm91rxkp
Bird, MEX, 96fd2625-85e9-4af6-849f-4484e7ce95f7, 89, 12324, No update data, 9g3qrm91rmp0
Bird, MEX, c1ff01e1-42c0-4589-8d37-39ab56ab55ef, 100, 14062, No update data, 9g3qrjqk111y
Bird, MEX, 5e8701c4-2af7-4c64-a710-f9d27ebdd4dc, 98, 13746, No update data, 9g3qrjq7cx76
Bird, MEX, eb8c14d5-146c-4de0-bcc7-8181c08460ba, 100, 14062, No update data, 9g3qrjq7cx52
Bird, MEX, 67157ac8-da82-4e6d-ac5e-c3c512d214b6, 87, 12692, No update data, 9g3qrm93d88p
Bird, MEX, b6d48655-113a-4fe3-836d-8f1b0f48cc23, 94, 13114, No update data, 9g3qrm9feqh8
Bird, MEX, d53cdc1f-f9ab-4f42-bb0d-11e77ed265e4, 93, 12956, No update data, 9g3qrm9fewpb
Bird, MEX, de0a2e90-fd32-440a-94b4-13897d72c0b4, 100, 14863, No update data, 9g3qrm9fetru
Bird, MEX, 4b3e657b-e894-4e3e-a29c-dd690a11c8e8, 98, 14529, No update data, 9g3qrm9fu2b4
Bird, MEX, 77268213-deb2-4e30-97c9-44fc8f30a580, 88, 12859, No update data, 9g3qrm9fsp70
Bird, MEX, c5c94c44-4769-4907-9ace-5f0ac2214ea4, 88, 12859, No update data, 9g3qrm9fsh7n
Bird, MEX, d2c55b4d-606f-4178-b9c6-8e87c01a8f44, 94, 13114, No update data, 9g3qrm9fs4e5
Bird, MEX, 23241c65-d956-44f7-a2b6-5797da3274c9, 94, 13114, No update data, 9g3qrm9fs4e5
Bird, MEX, 26241a44-433c-4dee-9311-961dacbb2a34, 100, 14863, No update data, 9g3qrm9fsmwn
Bird, MEX, 51c5b77b-24c5-40dc-8dd5-5095aa74aa1e, 73, 10354, No update data, 9g3qrm9f5p2j
Bird, MEX, 9aebdcfe-f29c-45c3-9545-4d915978b2f1, 88, 12859, No update data, 9g3qrm9fseu7
Bird, MEX, 2a24bf50-54c1-4ef9-97e2-3a73432f05b5, 100, 14863, No update data, 9g3qrm9fsds7
Bird, MEX, 7ec7c5be-ba86-4713-ab54-4bacebac3bb4, 48, 5846, No update data, 9g3qrjnycjf0
Bird, MEX, df1935a1-c418-4571-91aa-a0008f278984, 44, 5214, No update data, 9g3qrm289kv0
Bird, MEX, 1cd53cc1-9c58-4641-8dea-fd11b629659b, 92, 12798, No update data, 9g3qrmd64078
Bird, MEX, 4d5bcbbb-34c6-4efd-8f41-60208765087f, 88, 12166, No update data, 9g3qrmd33tes
Bird, MEX, e3a2032c-2505-4521-a72b-7c0161a27946, 98, 14529, No update data, 9g3qrmd3dxt4
Bird, MEX, 575fdd38-c322-41a8-bbe0-7fd9e9085279, 75, 10688, No update data, 9g3qrmd3g4bp
Bird, MEX, dada8b0c-27c3-4786-9554-b39b48f6c9ff, 100, 14863, No update data, 9g3qrmd3g4bp
Bird, MEX, 63b64cf6-0d2b-4d45-9894-f233ab5bd67e, 88, 12859, No update data, 9g3qrmd3gx9s
Bird, MEX, 8f03fbd4-67ac-431c-98c6-872960979512, 87, 12692, No update data, 9g3qrmd3gw9x
Bird, MEX, cb0a99dd-92a8-48a9-b2f5-fea4c8fbeff6, 89, 12324, No update data, 9g3qrmd33859
Bird, MEX, 732d3c1e-cb1b-4edf-8817-7b1777b929f3, 100, 14863, No update data, 9g3qrmd3ehb0
Bird, MEX, 288bd7f2-73df-458d-b401-bf06d0bb089f, 100, 14863, No update data, 9g3qrmd36x0j
Bird, MEX, 6cad6566-5a19-41ae-9fb2-8b99d759e7d0, 78, 11189, No update data, 9g3qrmdz21vt
Bird, MEX, 4c091f48-cb1d-4253-a83a-f4ed0f767927, 100, 14863, No update data, 9g3qrmd36s04
Bird, MEX, 45635f57-39aa-423e-9060-55f5eaa34f8f, 84, 12191, No update data, 9g3qrm3dbjjt
Bird, MEX, e997da47-74e6-4383-92ce-1103ea92b26a, 82, 11857, No update data, 9g3qrm3db5m9
Bird, MEX, c30b6149-3b6f-4018-8ac7-00214e5ceb54, 36, 4175, No update data, 9g3qrm36zc47
Bird, MEX, 36237539-7b1c-4fc4-9c5c-398fd6c66199, 94, 13861, No update data, 9g3qrm3db4vx
Bird, MEX, 4e40bd37-ed1b-4a7b-bc67-78a44871fb65, 82, 11857, No update data, 9g3qrmd2cdet
Bird, MEX, c4cda3e9-2622-432d-8ba7-2b168704e825, 83, 12024, No update data, 9g3qrmd2cvqx
Bird, MEX, 65823530-8a00-4741-9674-7a98d49654ac, 85, 12358, No update data, 9g3qrm3db0mx
Bird, MEX, 979bed1c-d720-4cdf-9fe4-8893f1ac2492, 85, 12358, No update data, 9g3qrm3dbdwv
Bird, MEX, aba6c0de-f220-4f71-bc2f-fc632c88f659, 49, 6346, No update data, 9g3qrmd2cbb6
Bird, MEX, c3982bd0-02c6-46a1-807a-5a0bf1467d7d, 87, 12692, No update data, 9g3qrm3d9pd4
Bird, MEX, 63b2791f-ec0a-4936-8210-5a7a1862b646, 89, 12324, No update data, 9g3qrm36nnz3
Bird, MEX, 26dbf510-8bff-4540-b7d8-6fbed385c205, 91, 12640, No update data, 9g3qrm36qc8f
Bird, MEX, 248f53fe-fa68-454d-a339-8bfba5df96c8, 89, 12324, No update data, 9g3qrm36qb8u
Bird, MEX, 9d020bca-f50e-4f96-832c-78ac67175613, 90, 12482, No update data, 9g3qrm36rvfm
Bird, MEX, c05509eb-7a33-40bb-bffe-4f2d566ef8df, 83, 12024, No update data, 9g3qrm36r3bu
Bird, MEX, 49a8c000-37a6-4dc1-a106-f4f560a46c67, 90, 12482, No update data, 9g3qrm36phgv
Bird, MEX, 7036992a-c6f7-4d99-b9b4-7d9261432a51, 73, 9796, No update data, 9g3qrjpeuyxw
Bird, MEX, 08e7cbbd-b194-435c-8c55-746affa2b550, 67, 8848, No update data, 9g3qrm38cj4j
Bird, MEX, c07c0fdf-a0d7-40d1-8821-4fdc68e77df5, 93, 13694, No update data, 9g3qrm1r6tt5
Bird, MEX, ac4066cd-8448-40f3-8b8e-689d5274c5fe, 100, 14062, No update data, 9g3qrj7xn3t2
Bird, MEX, e2e406a5-6b9e-4409-aeef-82ad6e8b7618, 100, 14062, No update data, 9g3qrj7wvz7f
Bird, MEX, e70b8342-c721-49b4-8fc4-d3f12f55afcc, 100, 14062, No update data, 9g3qrj7wvf5c
Bird, MEX, 0e49beee-69d2-4a38-9c37-455bd8a8ba0d, 70, 9322, No update data, 9g3qrmeq298e
Bird, MEX, 90e0402b-053e-4e91-b640-7f2bd4bcafa8, 89, 12324, No update data, 9g3qrme4en8k
Bird, MEX, 9d0d6dd8-5290-4a46-9d80-0c440895034a, 91, 13360, No update data, 9g3qrm6ebn8w
Bird, MEX, aeb59d73-1947-49fb-b8b7-9abf1da98979, 89, 12324, No update data, 9g3qrme5wj3h
Bird, MEX, 2711218b-6a00-490d-afab-b992e91c29bc, 62, 8517, No update data, 9g3qrmeq5dc8
Bird, MEX, 63fe4136-02dc-4e3a-9725-96042b88d4e6, 83, 12024, No update data, 9g3qrmeqhk00
Bird, MEX, 1baecf85-2ff6-4530-b33f-81acb92fac14, 26, 2370, No update data, 9g3qxcymvmfj
Bird, MEX, b603ba29-ba74-4eec-b5d5-68de183575b7, 75, 10112, No update data, 9g3qxcyqqf01
Bird, MEX, 213c9975-b00a-4232-94f1-b36769095df6, 65, 8532, No update data, 9g3qxcyy742g
Bird, MEX, 01bb2b72-1eac-4182-8c28-8e19ae7747c5, 61, 7900, No update data, 9g3qxczs3u1n
Bird, MEX, 0f0aed9c-b378-4788-94f7-0ee861d3777a, 53, 6636, No update data, 9g3qxczrqvqq
Bird, MEX, 849b92a6-3cc0-40de-a403-e7a9f3c46f5e, 55, 6952, No update data, 9g3qxczxrj5k
Bird, MEX, f1b91bb8-d964-4be9-be25-bb10fd46d9f0, 22, 1837, No update data, 9g3w840qw3jn
Bird, MEX, 02755b7e-87d1-4aa3-83fd-353d97accc37, 52, 6478, No update data, 9g3qrtte3gph
Bird, MEX, 6be38835-823f-461d-b83a-3ec11c8907ca, 63, 8216, No update data, 9g3qrtte3h46
Bird, MEX, 33d2e85f-a4bf-454e-9822-6a316ef84812, 48, 5846, No update data, 9g3w81ueeymw
Bird, MEX, fc8f9cca-4d94-46c1-9baa-03be7b992290, 58, 7426, No update data, 9g3w81v0czy3
Bird, MEX, c713e2aa-0061-474f-aab0-9ac9c8f801dc, 51, 6320, No update data, 9g3w84hcrkyf
Bird, MEX, dc54e9d7-6834-4da0-a9ef-a841e4cdd1e2, 78, 10586, No update data, 9g3qrthbtdbh
Bird, MEX, fcf98a8f-949e-45ad-a44f-682e368672bb, 66, 8690, No update data, 9g3qrkmb20te
Bird, MEX, 210f5b5f-c960-402c-af51-5ed6f6503871, 90, 12482, No update data, 9g3qrkxx6jeg
Bird, MEX, adc6ae4f-52d7-42a6-9fef-bbe285c4ae20, 69, 9164, No update data, 9g3qrkv4nxpd
Bird, MEX, c795d4f5-6e23-4dbf-9b30-be2c5e98380b, 64, 8374, No update data, 9g3qrk5wk555
Bird, MEX, 14c676af-ed10-4d70-8c36-22917c75e536, 65, 9018, No update data, 9g3qrmn582ez
Bird, MEX, a7a3a358-1933-4781-8815-2136238f409d, 63, 8684, No update data, 9g3qrk52by7g
Bird, MEX, b7a43ee9-0fc1-4dc8-a1de-667803f71173, 46, 5530, No update data, 9g3qrt0kyexe
Bird, MEX, 1cd39f93-0061-41f5-b356-60943722ae9b, 57, 7268, No update data, 9g3qrkghnnc0
Bird, MEX, 688c77c5-f61b-4407-ae98-f508bde8af9a, 57, 7268, No update data, 9g3qrk6wb658
Bird, MEX, b32195b7-3834-4486-951b-5d9c79e6513e, 74, 9954, No update data, 9g3qrmhnc4fp
Bird, MEX, bcab499f-709d-4f71-b8e2-7e4fa100fb67, 88, 12166, No update data, 9g3qrt1njue5
Bird, MEX, fb8e76f2-54bc-4365-bb06-34cefca69f98, 84, 11534, No update data, 9g3qrt1njv5p
Bird, MEX, 297fc73e-47f1-478b-8797-cdc799eec07f, 81, 11060, No update data, 9g3qrt1nq012
Bird, MEX, 6dd8548c-1990-42ff-b940-8f9296979a5f, 56, 7515, No update data, 9g3qr7fp1z03
Bird, MEX, 43850952-96a5-4d3c-9714-d6ca44acf4f7, 61, 7900, No update data, 9g3qrk1gep0n
Bird, MEX, 21e19274-c3d3-44ef-95c6-14ca72bdd36d, 82, 11218, No update data, 9g3qrk1c3sek
Bird, MEX, a1b5257f-8382-4792-a4d0-2c15ba7a7ae6, 51, 6320, No update data, 9g3qrm700fez
Bird, MEX, 82a3f6ab-c557-4a0c-bd3c-775835d7f577, 61, 7900, No update data, 9g3qrm432nbe
Bird, MEX, 68325de3-c013-4321-885c-7b39fc0df9ea, 49, 6346, No update data, 9g3qrm4xk45n
Bird, MEX, 383146f2-ba8f-4f49-8bec-085065170589, 60, 8183, No update data, 9g3qrm7mr8sj
Bird, MEX, c52f3e01-5d93-492d-b099-2555168134e5, 100, 14863, No update data, 9g3qrm7t91dj
Bird, MEX, b453c9f8-3a61-4889-8f9b-eedf032e5ce0, 89, 12324, No update data, 9g3qrm7mr0h1
Bird, MEX, 5f078b97-82eb-4723-8c75-c0a0d33239cf, 88, 12166, No update data, 9g3qrm7mnn1j
Bird, MEX, 6ceff993-b3b6-4922-aff2-43598760531f, 96, 14195, No update data, 9g3qrm7t8jjd
Bird, MEX, d5aab64d-661b-4316-b7c9-b4fec944a213, 100, 14863, No update data, 9g3qrm7t8jms
Bird, MEX, ec282f9d-c4c9-4f6b-b4cc-1164a1722115, 88, 12166, No update data, 9g3qrm7mqqhr
Bird, MEX, 503f31a4-8d81-4178-88b5-4f487a2bb919, 88, 12166, No update data, 9g3qrm7mw9re
Bird, MEX, 9a679155-48c2-42c9-9c92-e94942c1f49d, 99, 14696, No update data, 9g3qrm7mxjkh
Bird, MEX, 74fac800-ff70-4475-ab6c-b6464be23ac0, 99, 14696, No update data, 9g3qrm7mydxt
Bird, MEX, ca3d334c-3abf-46a4-9484-28f808cff180, 88, 12859, No update data, 9g3qrkc67qhx
Bird, MEX, 94a39b36-81b2-4ebe-9ce6-c00d4636299f, 89, 13026, No update data, 9g3qrkc67h01
Bird, MEX, 48a51db6-e0ab-469d-aa35-e069f367b93f, 79, 10744, No update data, 9g3qrk0zrcd3
Bird, MEX, e6abaf26-bec2-4fcd-ae35-224c4b7620b8, 45, 5678, No update data, 9g3qrm7x17tm
Bird, MEX, 7c1c3656-025c-441e-b4ae-8f156b4f996d, 64, 8851, No update data, 9g3qrm7x657w
Bird, MEX, 938091e9-24ab-4413-b719-74e8e80248fe, 56, 7515, No update data, 9g3qrm7rj3xb
Bird, MEX, dcb66867-19a5-4d76-a801-446571ffc7bc, 84, 12191, No update data, 9g3qrkc5pj5z
Bird, MEX, 8050e12c-14ad-4e91-84e1-2cae9555d63f, 89, 13026, No update data, 9g3qrkc4vvhh
Bird, MEX, 1778ac21-9990-4cf8-ad99-559547fd1274, 85, 12358, No update data, 9g3qrkc4vzk4
Bird, MEX, 515a365d-1a94-418b-bedb-cf837b21444f, 90, 13193, No update data, 9g3qrkc5myhp
Bird, MEX, 9f5341c6-cd6e-42cc-b230-577c6091fcc7, 88, 12166, No update data, 9g3qrm7r3nf5
Bird, MEX, 1d36d8ef-885a-40ea-b576-db119fed8ff9, 90, 12482, No update data, 9g3qrm7rdn7d
Bird, MEX, 2db05200-b4bd-4ca0-8037-2671a0aed47b, 73, 9796, No update data, 9g3qrkc19mj6
Bird, MEX, 867ca35b-befa-4310-ae76-54c25d56f7a1, 89, 12324, No update data, 9g3qrm7r8v7u
Bird, MEX, 26ed862c-b040-42aa-8d3b-d942b8998ab5, 87, 12692, No update data, 9g3qrm7rcdet
Bird, MEX, a48d6851-4bd5-4add-b1d0-9d933960a53c, 84, 12191, No update data, 9g3qrm7rbyey
Bird, MEX, 9298d8e6-1c7c-4778-84ef-f82cd13f56cd, 67, 8848, No update data, 9g3qrme2970r
Bird, MEX, 334d37ea-4ca1-4106-95ba-3dae5b1e6380, 89, 12324, No update data, 9g3qrme1zz66
Bird, MEX, 196ee2c2-040b-4015-bf78-6e6c14694510, 84, 11534, No update data, 9g3qrme4phk1
Bird, MEX, 24f9a7f5-3fb5-40fd-99b1-3794890729c8, 67, 9352, No update data, 9g3qrme4n11n
Bird, MEX, 65cff338-d0cf-40d3-8193-b1358655873e, 87, 12692, No update data, 9g3qrme4n7sq
Bird, MEX, 5c1ec0e4-2762-42ae-8674-6dd8c68ea9c6, 85, 12358, No update data, 9g3qrme4nkk3
Bird, MEX, adb88f82-158d-488c-a90a-78a640b1d446, 66, 9185, No update data, 9g3qrss7r2xk
Bird, MEX, 98361164-9cfe-47ba-8089-8a52c3847494, 84, 12191, No update data, 9g3qrme4q849
Bird, MEX, e2503d73-25e8-4b93-97ac-f374457a3573, 91, 12640, No update data, 9g3qrme4q6s2
Bird, MEX, ce573c9a-6184-48e8-b42a-bb85a4263d41, 100, 14863, No update data, 9g3qrme4qhxq
Bird, MEX, 37fe5d2c-5b5e-45eb-b517-744f85a93e67, 99, 14696, No update data, 9g3qrme4m7pu
Bird, MEX, f418d22d-8de7-4040-b4e2-6b9149883e6d, 99, 14696, No update data, 9g3qrme4mkxy
Bird, MEX, 1713acb8-1b9b-48f2-ab51-5b483bc9cbc5, 100, 14863, No update data, 9g3qrme4w09p
Bird, MEX, b7451d23-c5f9-4c3d-a4b6-7c83d4ff0c72, 100, 14863, No update data, 9g3qrme4tsqn
Bird, MEX, 0612a75f-6856-4b33-a7de-c3e8d736a0c4, 99, 14696, No update data, 9g3qrmet8fgv
Bird, MEX, 37852d95-356c-4287-80b7-8f65b40e0fd7, 100, 14062, No update data, 9g3qrmet8snv
Bird, MEX, 34c3f5cc-ab13-43a1-8827-13ab9000c7ea, 96, 14195, No update data, 9g3qrmet8pvs
Bird, MEX, 72977a4c-ad5b-4119-a401-f7bb4cc7118d, 96, 14195, No update data, 9g3qrmemtgs1
Bird, MEX, deddc162-121b-4b6b-9f30-c987cd8d187d, 100, 14062, No update data, 9g3qrmemt3zz
Bird, MEX, b64ddd18-f5f9-4259-8a94-a4ed55e8bac4, 90, 12482, No update data, 9g3qrmem6b53
Bird, MEX, a2056a91-9343-494c-b576-fb6583cba8cd, 58, 7426, No update data, 9g3qrmemz4h4
Bird, MEX, 7443db00-118e-45e7-8538-ac78bf3dc1a9, 76, 10270, No update data, 9g3qrmemz6bz
Bird, MEX, 4a8b0838-3e62-4f92-9505-71aa4fdaac78, 100, 14062, No update data, 9g3qrmemt5s9
Bird, MEX, 1a05c7bc-85b1-47d8-a9d7-7c09c151bef5, 97, 14362, No update data, 9g3qrmemsurx
Bird, MEX, 7435f1bd-2ccf-466d-8f45-18dcd5441cf4, 46, 5530, No update data, 9g3qrkb63we3
Bird, MEX, c5b664ee-0db2-4c94-9fa8-82dc1282169c, 74, 10521, No update data, 9g3qrhxywqs7
Bird, MEX, 84cd65aa-9180-4236-ac9e-e5041359d4bf, 71, 10020, No update data, 9g3qrhpe954j
Bird, MEX, 09d8ad28-24cc-4bbf-a399-f3f5a9a559f5, 80, 10902, No update data, 9g3qrhpe9044
Bird, MEX, ba01ff2d-8f66-42e1-bc68-cf5e47bef463, 65, 9018, No update data, 9g3qr5wzj4kk
Bird, MEX, 2192393a-1848-4589-be09-fe14aa34b365, 82, 11218, No update data, 9g3qrheumbk4
Bird, MEX, b7e9ff0c-77a6-4e5b-9a34-c4deda30b23e, 88, 12166, No update data, 9g3qrhu4sr1p
Bird, MEX, 571b2623-0401-497f-abf6-9a48840092f0, 100, 14062, No update data, 9g3qrhuqpqbb
Bird, MEX, 62309d2b-6acb-4a61-a4cf-e113a92be1e6, 100, 14062, No update data, 9g3qrhuw25mq
Bird, MEX, 218c30ec-b9e1-4a3a-b2de-f5435af244d7, 99, 13904, No update data, 9g3qrhuqr22f
Bird, MEX, dea4e4df-6b2a-49fe-930c-4a33326d61c0, 81, 11690, No update data, 9g3qr59pgeze
Bird, MEX, e4722c42-bba9-4ed8-a3f2-91264a87eb51, 49, 6004, No update data, 9g3qr5c05jnj
Bird, MEX, b7e743a6-ffd9-40df-bb6e-0ee0af63c1f1, 74, 9954, No update data, 9g3qrj7ksj4f
Bird, MEX, e25acb27-a79f-4b05-822d-ac91e4acf02b, 54, 7181, No update data, 9g3qrj7mzgd5
Bird, MEX, 15a68ac5-3df2-4cc8-9d8e-b31e9fffedc4, 72, 10187, No update data, 9g3qrjdsh6my
Bird, MEX, e89d2322-0074-4006-baf2-39ada3b2ab37, 54, 7181, No update data, 9g3qrjdjzqwz
Bird, MEX, 84261030-0cf3-4764-a8bb-897d59a84907, 48, 5846, No update data, 9g3qrj92f3xz
Bird, MEX, 468bcae6-b689-4dcc-97e9-b55a5d61f173, 70, 9322, No update data, 9g3qrj2v8j06
Bird, MEX, 08d7ea26-71eb-4930-99dc-57e4d12def2c, 46, 5530, No update data, 9g3qrj9zms0f
Bird, PBC, ac2b4b51-ee41-4ccf-a85f-32e459d350d8, 74, 10521, No update data, 9g6h6ypn1c06
Bird, PBC, f06ca4a3-57a3-4797-98b5-6977b02be8df, 65, 9018, No update data, 9g6h6ypjcx5q
Bird, PBC, fbc1c646-9d26-43cc-8e8f-b0db6f3fd3e1, 60, 8183, No update data, 9g6h7n4gpwh1
Bird, PBC, 6e54d93d-8197-4d8f-9347-6d1342c419ef, 98, 14529, No update data, 9g6h7n4gp791
Bird, PBC, c7972ae7-bf69-4a82-b610-fbd7e9313832, 96, 14195, No update data, 9g6h7n4gpehp
Bird, PBC, 52ee4d7f-248a-45ee-970e-68806bf144fb, 67, 9352, No update data, 9g6h7n4gp6x5
Bird, PBC, 24f388cd-9f9a-412b-8397-c35ed59db9a1, 94, 13861, No update data, 9g6h7n4gpffm
Bird, PBC, 15ed7681-1426-4d26-a15e-16ad293c4f5f, 99, 14696, No update data, 9g6h7jf2sczd
Bird, PBC, d3e2fe89-7363-426f-b300-ab352df9367d, 100, 14863, No update data, 9g6h7jdruyck
Bird, PBC, 39b22b99-e3c9-4ffe-b2ec-69cb5180ce1d, 54, 7181, No update data, 9g6h7jm3z2zq
Bird, PBC, 2eb776f3-e8bc-4cdd-ae92-e38404612675, 65, 9018, No update data, 9g6h7jrpung7
Bird, PBC, 7a889905-5345-4608-8295-83ab8c14e60d, 100, 14863, No update data, 9g6h7jq2bzu1
Bird, PBC, f2f38284-b6bc-477e-aecb-83d741078582, 100, 14863, No update data, 9g6h7jq2b37b
Bird, PBC, 530d6b17-82a0-49ac-ad4b-f4871f2827f8, 99, 14696, No update data, 9g6h7jq2c3vk
Bird, PBC, a5286a54-9879-4cce-98e2-0e542ef32de1, 92, 13527, No update data, 9g6h7jq29hzm
