Bird, MEX, f5fb0a5c-ee64-40c5-bf8b-c56568612c0d, 96, 13430, No update data, 9g3qx2egq9rs
Bird, MEX, 38c96377-68c6-4198-bbea-e361da9b6db5, 85, 11692, No update data, 9g3qwehn17vg
Bird, MEX, 17959be8-358d-4535-b549-117077d5e818, 87, 12008, No update data, 9g3qwdfkh04k
Bird, MEX, 09e52300-764c-496c-a003-d5e4eabd5a4e, 60, 8183, No update data, 9g3qwekz58f0
Bird, MEX, 3eada9d9-addf-4fde-806b-ba4c57183580, 36, 3950, No update data, 9g3qw867u28e
Bird, MEX, b5c6d0da-17d5-4d3f-9ed1-9f45f8562e6f, 82, 11218, No update data, 9g3qwe4wj9qk
Bird, MEX, b9cf81d0-1c6b-4c80-97bf-ebd7d94c1191, 91, 12640, No update data, 9g3qwe7nz216
Bird, MEX, a4d0418a-c7f2-4d5b-92ce-3c66bb16cb59, 58, 7426, No update data, 9g3qwd80vfe2
Bird, MEX, 112d6ccf-97da-42b7-a358-0407b0d9a343, 47, 5688, No update data, 9g3qwd86c4x8
Bird, MEX, eb8f21a5-1689-45fe-ae1a-b1950193b732, 70, 9853, No update data, 9g3qwe6tqrsv
Bird, MEX, a52bd323-d960-4420-806b-6fc992dcf913, 37, 4342, No update data, 9g3qwe6xy4ye
Bird, MEX, 119a5c39-c83c-4bcc-93f3-e0c30ace2b4b, 45, 5372, No update data, 9g3qwed8k14m
Bird, MEX, aba6c0de-f220-4f71-bc2f-fc632c88f659, 15, 668, No update data, 9g3qw6pjg3ef
Bird, MEX, 43102940-a5af-43ad-9ae8-6dced220c894, 31, 3160, No update data, 9g3qw6qf9vpp
Bird, MEX, 359e443a-f7a5-45ff-867c-82517e8af28a, 16, 835, No update data, 9g3qw3q33upn
Bird, MEX, e465f997-20b6-40ba-be60-31f321f0fd7d, 61, 8350, No update data, 9g3qweb2gd60
Bird, MEX, 368f498b-6de9-45d4-9882-100911a7823a, 53, 6636, No update data, 9g3qwkp7tpub
Bird, MEX, 1770fec1-1f54-415c-8ca8-fbc3677ddabd, 45, 5678, No update data, 9g3qw2e478nu
Bird, MEX, d95cc417-c834-40b9-b080-94a969fd6b45, 49, 6004, No update data, 9g3qrjzxn514
Bird, MEX, 3836ec37-a18b-465a-ab84-d816d686f677, 72, 9638, No update data, 9g3qrnn318e7
Bird, MEX, 850ae71c-38cb-4fc4-80ca-0d38b533f6b0, 79, 10744, No update data, 9g3qrnn32uj4
Bird, MEX, f841c4bc-90d1-49de-a599-1daa3eca04b1, 45, 5372, No update data, 9g3qrq0jg93w
Bird, MEX, 549aafe2-e5d8-41a8-ac36-39f831c92888, 70, 9322, No update data, 9g3qrnpzz17y
Bird, MEX, fd261ac8-0bb0-4a07-b864-034a00ba74f9, 35, 4008, No update data, 9g3qrq0nh2yj
Bird, MEX, 3dd58251-b40d-45d7-9c4d-c5ace8444f8b, 47, 5688, No update data, 9g3qrq0jv7fw
Bird, MEX, d409baed-55c6-4bb5-9c49-8c8614ae66ed, 57, 7268, No update data, 9g3qrq0jvdjf
Bird, MEX, e405f229-ecf1-4e86-ba7f-320d4a1e91cd, 94, 13114, No update data, 9g3qrmbhfrcz
Bird, MEX, 6137e6f0-1f6b-40fe-8e79-7b2b3c5ca16b, 93, 12956, No update data, 9g3qrmbhdxuu
Bird, MEX, 7cd0b04b-98b3-4b57-8d14-d08c5b4f388d, 92, 12798, No update data, 9g3qrmbhetrv
Bird, MEX, 0accf128-7749-470a-aaf2-1983a7f5a704, 88, 12166, No update data, 9g3qrq0nzrxj
Bird, MEX, 9efb081c-91cc-446d-9a51-61e9ee0b4803, 75, 10112, No update data, 9g3qrjzfp6bb
Bird, MEX, da40ebf7-651f-46d7-b32d-c9d64213c45b, 94, 13114, No update data, 9g3qrmb40qg9
Bird, MEX, 3556ad6b-6057-427c-88c7-a4f172e6640f, 93, 12956, No update data, 9g3qrmb4075d
Bird, MEX, ae646d82-5b06-43cc-bb29-b56c5edb0799, 71, 9480, No update data, 9g3qrnjyjm68
Bird, MEX, 6165d2bd-10cb-4886-bbeb-30dccce995f1, 46, 5530, No update data, 9g3qrmb0evhg
Bird, MEX, 4c59eafe-8952-40fb-8978-c402691c9d17, 63, 8216, No update data, 9g3qrjxtc2jn
Bird, MEX, 5291b787-e437-4310-8338-05a287a606ae, 31, 3340, No update data, 9g3qrmb20nmr
Bird, MEX, 2534be95-c004-44f7-812d-56eca2cf1b4f, 36, 4175, No update data, 9g3qrnj2vkd9
Bird, MEX, 4c802f94-7376-40de-87ba-43c3779cf569, 84, 12191, No update data, 9g3qrq0byku7
Bird, MEX, a308ee29-e2e4-4ffd-8ee6-17b1b39a59af, 100, 14062, No update data, 9g3qrjv9xgf5
Bird, MEX, 0461ec4e-d87a-400b-8779-154a8d9d6391, 52, 6847, No update data, 9g3qrjxs0rex
Bird, MEX, fd05bfb2-9132-4817-a24d-0f6f31661ac5, 63, 8684, No update data, 9g3qrq1h6w20
Bird, MEX, d5c6bbb1-7b56-493b-a2e8-e000f096d38a, 66, 8690, No update data, 9g3qrq1nuuxd
Bird, MEX, 4233784e-d229-43f1-8dd6-647a428c9020, 78, 10586, No update data, 9g3qrmc53tek
Bird, MEX, 1a39eb17-eb93-4766-b443-56a5fdaad5ce, 96, 13430, No update data, 9g3qrmchstsr
Bird, MEX, 9bb86ca9-39a2-499b-b646-36c8d8217714, 58, 7426, No update data, 9g3qrq1pn0cj
Bird, MEX, bd8d3f2e-3ee3-4cab-8f83-77a0d4b06646, 70, 9853, No update data, 9g3qrjx46c71
Bird, MEX, 3fbb3541-b760-4689-848f-0447d6dade52, 97, 13588, No update data, 9g3qrmchthht
Bird, MEX, 652e2378-e56d-49d5-9139-585739df2980, 94, 13114, No update data, 9g3qrm8zg4yr
Bird, MEX, 36f30186-68f4-4dd4-8bf9-b24000ec3091, 76, 10270, No update data, 9g3qrm8wz05y
Bird, MEX, 753f08e7-ecce-4636-bc9d-456ad81f99ad, 92, 12798, No update data, 9g3qrmbcpwhj
Bird, MEX, 71af20d4-ae11-43ed-9b22-297347f35569, 94, 13114, No update data, 9g3qrmbbhwkr
Bird, MEX, 118ab1d7-691f-4143-86e8-316cb2c891c9, 74, 10521, No update data, 9g3qrm8zundz
Bird, MEX, e3589363-49fd-4a36-a1ba-70dd61a64e5f, 89, 13026, No update data, 9g3qrq13ub92
Bird, MEX, c46a5db9-e572-4f78-a8c6-034d7a81d5fd, 96, 13430, No update data, 9g3qrm8tydfx
Bird, MEX, d785deba-e56d-44fb-a0cc-1d5ba1dce66b, 96, 13430, No update data, 9g3qrm8tzf67
Bird, MEX, bc662e2f-2a1c-4b3e-ba04-9d7f48168aad, 84, 11534, No update data, 9g3qrm8vbt0t
Bird, MEX, 0ede44d8-7fd9-46da-a096-1056e804e641, 99, 13904, No update data, 9g3qrm8vcw57
Bird, MEX, a55068d0-98e4-43c2-8020-d3f8b8f927a4, 96, 13430, No update data, 9g3qrm8v8d8e
Bird, MEX, 1f48fb27-d30a-48c6-95ce-f2a7ca904108, 93, 12956, No update data, 9g3qrm8sxqp0
Bird, MEX, 944a3386-189b-4715-9bd9-08a56955a10e, 67, 8848, No update data, 9g3qrm8snzje
Bird, MEX, 31c61409-febf-44d9-90f5-0e5e53876b5d, 79, 10744, No update data, 9g3qrjtsbzkf
Bird, MEX, 19af6b2b-27e8-462a-a284-0b258512925e, 80, 11523, No update data, 9g3qrm8ehz3m
Bird, MEX, 804daf5f-43fd-4f8d-8ccb-6b780ffc9636, 39, 4676, No update data, 9g3qrm8d1jd1
Bird, MEX, 6c83d3ef-55c3-4f23-adb5-876c53f4c92d, 100, 14062, No update data, 9g3qrjqybrgw
Bird, MEX, 7bd0baae-39be-401e-9e56-01616c29b3dc, 98, 13746, No update data, 9g3qrjub7vss
Bird, MEX, 912fa335-5e46-418f-be92-336872e5fa2b, 60, 8183, No update data, 9g3qrnk8gyhe
Bird, MEX, 387f2f3c-1139-4dae-9e95-45938b72aef6, 81, 11690, No update data, 9g3qrmc9kj50
Bird, MEX, 74bc8e32-20f4-4c81-95b1-e8b3edf73069, 66, 9185, No update data, 9g3qrm89r72y
Bird, MEX, 76a913ba-227a-4a77-9f8e-24dcf851f086, 48, 5846, No update data, 9g3qrm89nh95
Bird, MEX, d58ed035-93db-4c94-903c-35e4d6ef7a69, 73, 9796, No update data, 9g3qrmc9ktsk
Bird, MEX, 42f65879-1bc3-4d84-96c2-5a32cae52259, 94, 13114, No update data, 9g3qrm881r2m
Bird, MEX, c214602d-d67c-4b09-ba99-34b2d47493b0, 78, 10586, No update data, 9g3qrq1bpkby
Bird, MEX, cddf1b28-4863-4c52-a305-811b2c47c640, 99, 13904, No update data, 9g3qrmczxj7v
Bird, MEX, 0af7b98d-8e34-4ba9-adbe-098fbcbd0bad, 58, 7426, No update data, 9g3qrq1bpts4
Bird, MEX, ed8413a3-a1c1-4d1a-9688-2a7412059300, 89, 13026, No update data, 9g3qrmc8znez
Bird, MEX, 32023f53-8c76-46da-b262-1fff9ec4ee30, 79, 11356, No update data, 9g3qrmc8zhec
Bird, MEX, 9e0a4fc9-a4ae-42a6-bbc5-6a7b6270ba08, 78, 11189, No update data, 9g3qrmc8w84e
Bird, MEX, b9b1e6ff-68f4-4235-83e5-98411d8dc169, 37, 4342, No update data, 9g3qrjsxvchh
Bird, MEX, 2b8d4455-4e78-4526-ac70-11c732d94811, 87, 12692, No update data, 9g3qrmc8xtsn
Bird, MEX, 96fd2625-85e9-4af6-849f-4484e7ce95f7, 88, 12166, No update data, 9g3qrm9khrqj
Bird, MEX, 64bb8ad1-f70a-4a7e-abfa-0c793af734aa, 85, 11692, No update data, 9g3qrm91wuv8
Bird, MEX, 04a6f288-0cd2-4b54-9783-1cd5a35802ec, 58, 7849, No update data, 9g3qrm2hnd6w
Bird, MEX, 8b487363-0f9b-492e-9f99-c271b9ae1662, 70, 9322, No update data, 9g3qrju23de3
Bird, MEX, 44f03615-2456-4b07-9647-05b816bdbf3c, 90, 12482, No update data, 9g3qrjmqc7t5
Bird, MEX, 6a900ee9-4639-4272-a783-d5b67722af84, 60, 7742, No update data, 9g3qrjr2fssc
Bird, MEX, d598aea2-2fe4-4a7e-aa23-3ab7c53e04a9, 100, 14062, No update data, 9g3qrm9f69vh
Bird, MEX, ae0bb54a-b82e-453f-9e26-d57fdd783a61, 63, 8684, No update data, 9g3qrjs6z47g
Bird, MEX, 32316f40-29db-4e91-9819-2be3f0b34e04, 99, 13904, No update data, 9g3qrm9cfm3z
Bird, MEX, 13e1cd99-20ef-40ef-9ea9-093aa5d5f0d6, 100, 14062, No update data, 9g3qrm9f5uhb
Bird, MEX, 4521d046-9833-459e-8b52-5f7c13afcc7d, 100, 14062, No update data, 9g3qrm9cghnr
Bird, MEX, a2d8eff4-1852-4a79-ae81-edb5f4a3e75d, 60, 7742, No update data, 9g3qrjkvtxvu
Bird, MEX, 814623c5-b50e-4c00-aa3b-d840f0f40eb4, 90, 12482, No update data, 9g3qrm3t8rgs
Bird, MEX, 6be7f594-5588-4732-87fe-50cf2bb7a306, 79, 10744, No update data, 9g3qrjm5wc09
Bird, MEX, e2e406a5-6b9e-4409-aeef-82ad6e8b7618, 60, 7742, No update data, 9g3qrjsh4dub
Bird, MEX, 6867a51c-cd1d-435e-af48-ecdf63af0c3a, 76, 10270, No update data, 9g3qrm29jfkn
Bird, MEX, d00d063d-e0e1-4195-8ffa-01b72cf9bcc4, 45, 5372, No update data, 9g3qrjnwxz60
Bird, MEX, 2fe64eb9-8a16-4a7b-9081-851367052609, 90, 12482, No update data, 9g3qrm3tjxtz
Bird, MEX, c5d05fd3-5244-4a11-994f-97a81309631c, 60, 7742, No update data, 9g3qrjpjdmru
Bird, MEX, 2aea48c4-37d8-43d5-a941-ef396fe4a025, 84, 11534, No update data, 9g3qrm28p22b
Bird, MEX, 640d47b5-12f0-47bb-a86c-135bff278202, 93, 12956, No update data, 9g3qrmd3dt2h
Bird, MEX, cdcf22a1-6393-4014-85df-4bd86b5f5b4a, 94, 13114, No update data, 9g3qrm36tmru
Bird, MEX, e33d6ac7-bcf8-4970-9ae6-4629d1000f5e, 76, 10270, No update data, 9g3qrn5q7spe
Bird, MEX, 3540724f-87d2-47d6-a63f-5d58b4ea965d, 99, 13904, No update data, 9g3qrmd3e1wm
Bird, MEX, 1de46640-3af7-4775-b2eb-17a5b3710166, 43, 5344, No update data, 9g3qrm36rr0v
Bird, MEX, 9f61a028-c211-453d-a213-d3689ad3fe9b, 61, 8350, No update data, 9g3qrm36rq8c
Bird, MEX, 09ac1c43-6b47-4191-919d-7bd9e9e31d10, 94, 13114, No update data, 9g3qrm3d2pb9
Bird, MEX, efc1a8a0-471f-414f-8867-e66703e10ea4, 94, 13114, No update data, 9g3qrm3d8dwg
Bird, MEX, 4d75f145-784b-4b03-9c33-7d1d564c1970, 93, 12956, No update data, 9g3qrm3d2q5x
Bird, MEX, 04f8c2a0-631d-40f7-a2a2-31d80d3ceb80, 93, 12956, No update data, 9g3qrm3d88ng
Bird, MEX, b3847efe-125a-4e50-b304-47ab7fbea40f, 79, 11356, No update data, 9g3qrn5q97b5
Bird, MEX, 085224fb-0675-4613-a965-b3f6be0b8749, 55, 6952, No update data, 9g3qrn5nrr0w
Bird, MEX, 88f9dd53-9e1d-4e30-a614-2a879cd06398, 76, 10270, No update data, 9g3qrjerkzx2
Bird, MEX, 21a3cc19-0631-43bd-9e6c-9bd2108d6550, 91, 12640, No update data, 9g3qrjkn4f7n
Bird, MEX, faf83197-d8aa-416b-b13e-6592d793d384, 62, 8058, No update data, 9g3qrm65bcez
Bird, MEX, a92e9cc5-276a-4724-a899-247361b3026c, 89, 12324, No update data, 9g3qrjgp4hh8
Bird, MEX, 3dfef723-d9fd-4a2c-a8f6-44266b160a6d, 97, 13588, No update data, 9g3qrmen6ze2
Bird, MEX, dc0b8a8f-1204-481d-88fd-f3f8719f4180, 97, 13588, No update data, 9g3qrmen7j02
Bird, MEX, b05ec39c-33b5-4bad-868a-ebb5b65642f5, 100, 14062, No update data, 9g3qrmen7pw2
Bird, MEX, c724bb63-1df9-414e-99cb-e16545366c4d, 100, 14062, No update data, 9g3qrmene2kt
Bird, MEX, 5e19f631-7f9d-4bab-83c1-d33fb0d86b2b, 66, 8690, No update data, 9g3qrm1qg5w7
Bird, MEX, fa2dc693-1248-4bcc-a77c-11e29b10c73a, 100, 14062, No update data, 9g3qrmens28p
Bird, MEX, abdc41f6-7350-4160-808c-4bb1517b3b11, 43, 5056, No update data, 9g3qrm1qkqy5
Bird, MEX, a947c291-cfe4-466d-87c1-d96d2dd122ea, 52, 6478, No update data, 9g3qrm6k5jnr
Bird, MEX, d8baed10-c794-4ad8-810d-0f52e237c43a, 66, 8690, No update data, 9g3qrjfgn4ph
Bird, MEX, fc4ca5d6-07c2-485a-8655-44af7763724d, 97, 13588, No update data, 9g3qrme4fv7r
Bird, MEX, 0531e298-8d5f-47d9-b496-99d7fe665e9a, 93, 12956, No update data, 9g3qrjp2y6ur
Bird, MEX, c34f5592-d798-4216-84f9-b9866e47858b, 96, 13430, No update data, 9g3qrjp2yb0t
Bird, MEX, 41738fed-29ff-4ad2-927b-8be158937403, 94, 13114, No update data, 9g3qrme4spgh
Bird, MEX, 841b7445-d869-4e0c-b85a-dcba78e4118c, 89, 12324, No update data, 9g3qrme4ub1q
Bird, MEX, d9034628-c23f-4a7d-98a2-c0497bd71399, 96, 13430, No update data, 9g3qrme4tmru
Bird, MEX, b84fa599-0367-45df-84a2-0e42d1f84e15, 98, 13746, No update data, 9g3qrm0gp68z
Bird, MEX, 0b956cb0-8571-4bba-9f1b-e9b8620d90b0, 93, 12956, No update data, 9g3qrme4tenp
Bird, MEX, 66e0ddd0-eff8-4df5-8d3a-41419a748d32, 94, 13114, No update data, 9g3qrme4qppm
Bird, MEX, d2c55b4d-606f-4178-b9c6-8e87c01a8f44, 82, 11218, No update data, 9g3qrjdzh390
Bird, MEX, a80abfe4-d2c9-404f-8f39-3e6b3f84a2d8, 46, 5530, No update data, 9g3qrjdyupdu
Bird, MEX, 7d337bc9-aab2-4be9-ac2e-86b2715ca999, 87, 12008, No update data, 9g3qrme4r5kn
Bird, MEX, d6c3969d-fd00-4ed5-a276-b423f443d07d, 100, 14062, No update data, 9g3qrme1tysh
Bird, MEX, 0eb42102-6f05-4c02-ad44-b0954bc1e669, 98, 13746, No update data, 9g3qrme1yfvz
Bird, MEX, e0358211-016a-4009-8288-e22418a14dbf, 100, 14062, No update data, 9g3qrme1xm8y
Bird, MEX, 11b17e8e-8fdd-44f0-9c94-4f114109327b, 100, 14062, No update data, 9g3qrme1pff2
Bird, MEX, 21a514e1-9eb1-49bf-82da-e73751947dfb, 48, 5846, No update data, 9g3qrjhfrxv1
Bird, MEX, 71b1b360-180c-4692-a1ef-383c49b15ef1, 93, 12956, No update data, 9g3qrm4xep22
Bird, MEX, 63b2791f-ec0a-4936-8210-5a7a1862b646, 42, 4898, No update data, 9g3qrkbzkpfc
Bird, MEX, 03baee61-7c7e-48c2-b5df-1068fa5eaf01, 85, 12358, No update data, 9g3qrm7mc307
Bird, MEX, feba7922-2c92-4743-ac08-d7c60ce5339e, 97, 14362, No update data, 9g3qrm4xe2sx
Bird, MEX, 296981d9-cdfc-48c8-953e-b86401fc598b, 96, 13430, No update data, 9g3qrkcpfd01
Bird, MEX, f07e50d5-fc06-46d0-8932-4f716afc8084, 91, 12640, No update data, 9g3qrm4x7txg
Bird, MEX, 129bce33-a04a-4cbb-bcb5-6e5a3929899d, 89, 12324, No update data, 9g3qrm7q789t
Bird, MEX, 4e1ac2b9-5b16-4644-99b3-8dba9ed88dd8, 89, 12324, No update data, 9g3qrm7mff53
Bird, MEX, 59e9da0f-8f97-4ada-b77f-bb1a39cf637c, 90, 12482, No update data, 9g3qrm1fdge2
Bird, MEX, 05219d8d-0ada-4f49-b58f-cc3b9d4c4e62, 56, 7110, No update data, 9g3qrkbj227d
Bird, MEX, 2174d982-0bbf-453a-b37e-27a7fc181963, 94, 13114, No update data, 9g3qrkbm9y02
Bird, MEX, 65832b8a-d336-4275-9019-d03ea93caf35, 90, 13193, No update data, 9g3qrm4xhkyj
Bird, MEX, ceda9fc0-f746-46f9-adb3-e133d5966a3a, 94, 13114, No update data, 9g3qrm4xh9hq
Bird, MEX, f537b11c-c880-4bb5-b7a4-bbe20ff67dda, 96, 14195, No update data, 9g3qrm4wv6dv
Bird, MEX, 34b8153a-6b71-4d8d-a044-531931c66f7e, 96, 13430, No update data, 9g3qrm7t9fyt
Bird, MEX, d27c6162-2656-4c21-b8d2-16f210d8d32e, 72, 9638, No update data, 9g3qrkbub6et
Bird, MEX, c0f05e2c-0c1e-42bc-8fae-6abf1fb6e8d7, 85, 11692, No update data, 9g3qrhuxwt6k
Bird, MEX, af202aa8-1c52-4110-9424-604deaaa8996, 40, 4582, No update data, 9g3qrkbkpvmg
Bird, MEX, 5ddb2951-6ba3-4c56-b71e-be31233edbd4, 84, 11534, No update data, 9g3qrm41uek3
Bird, MEX, b9b06cff-2c3e-4c13-9870-91470bca82f1, 84, 11534, No update data, 9g3qrjdphfpk
Bird, MEX, 2779a39e-20f5-4b5e-933d-9ea1339e06b9, 87, 12008, No update data, 9g3qrhuz0n2q
Bird, MEX, 745b4a76-a674-4318-b119-b3f5199effb0, 97, 13588, No update data, 9g3qrkbgc145
Bird, MEX, ce59040d-59ed-416a-acac-73ffdbb950cf, 94, 13114, No update data, 9g3qrkbg8xwc
Bird, MEX, 815c628d-b423-4476-af8a-3726877fc465, 93, 13694, No update data, 9g3qrkbg9mvp
Bird, MEX, 3b7eb4a5-3646-4996-a072-f9250a6691a3, 96, 14195, No update data, 9g3qrkbek0xu
Bird, MEX, 24f9a7f5-3fb5-40fd-99b1-3794890729c8, 76, 10855, No update data, 9g3qrkbejr4f
Bird, MEX, a8592790-cc4c-4f13-91c0-a9e477299847, 94, 13114, No update data, 9g3qrkbg92j5
Bird, MEX, 18499d05-013d-4e2e-a2e8-7fc073150707, 90, 13193, No update data, 9g3qrkbg250e
Bird, MEX, 857bea6f-9658-45fa-8ca1-53502ec71e54, 91, 13360, No update data, 9g3qrkbe50w3
Bird, MEX, 46b1036f-ca95-43c6-8e82-9fe9caac963f, 78, 11189, No update data, 9g3qrkbe5cuc
Bird, MEX, 8fc05e28-feae-40ab-bbef-3c99dec372f0, 94, 13114, No update data, 9g3qrkbgd8j5
Bird, MEX, 4cdf556c-d08d-467c-87b1-248d8e3c9f96, 44, 5214, No update data, 9g3qxczss3jt
Bird, MEX, a4cd85de-867f-4732-b3a8-5c2635dbc49c, 49, 6004, No update data, 9g3w841jedrq
Bird, MEX, c05509eb-7a33-40bb-bffe-4f2d566ef8df, 60, 8183, No update data, 9g3qrkjp4h7b
Bird, MEX, 65060f35-90b8-4e32-839d-cc8361a99278, 54, 7181, No update data, 9g3qrs0jk2q3
Bird, MEX, 4466a0a6-8655-49cc-8237-ae3770cce78e, 84, 11534, No update data, 9g3qrs0jnnc2
Bird, MEX, d773b291-304c-40eb-8741-10c951a86a55, 63, 8216, No update data, 9g3qrkv22sp1
Bird, MEX, 0b7ce1ab-2eb7-484a-96ce-67d7bafc0c4f, 65, 8532, No update data, 9g3qrmhbyutb
Bird, MEX, c99c7642-347e-45e7-84bc-74e802ac9194, 85, 11692, No update data, 9g3qr7ggvjsx
Bird, MEX, b038e73c-f286-4bc4-b24e-cf55aaeb6662, 21, 1580, No update data, 9g3qr7u19bwt
Bird, MEX, 0ff518c1-5acf-4ce9-b40e-695905521d1a, 82, 11218, No update data, 9g3qrk4u1xet
Bird, MEX, 21498960-6c2d-49e6-8acf-de435e204c2b, 80, 10902, No update data, 9g3qrk6d9f86
Bird, MEX, 85293bef-ca33-4669-8e94-7564d232f521, 90, 12482, No update data, 9g3qrk6qrcd3
Bird, MEX, 13a98ccf-59a3-4867-9459-3d9916a4f1c1, 78, 10586, No update data, 9g3qrk6myx69
Bird, MEX, bb688337-d493-4fb0-83ff-c7a8c12aa7a9, 93, 12956, No update data, 9g3qrm5u0ueg
Bird, MEX, 0def99cf-d16d-4a87-a186-300073501e01, 87, 12008, No update data, 9g3qrm5u24jw
Bird, MEX, e70f25a6-cb12-49b0-aa63-63c8978685d3, 96, 13430, No update data, 9g3qrmmmht5r
Bird, MEX, 29a86e7b-b5e5-4a9f-b183-529a3e65b41b, 85, 11692, No update data, 9g3qrm7cmkru
Bird, MEX, 8680bebb-c740-4250-be7a-ac55f2d8f105, 52, 6847, No update data, 9g3qr7f4xbdm
Bird, MEX, f44abc92-32e9-4e59-8dbf-8f935f997e0a, 76, 10270, No update data, 9g3qr7f4qvvu
Bird, MEX, 2f0927f3-48a7-4774-8d6f-a52a9445eefb, 61, 7900, No update data, 9g3qr7f4pp7g
Bird, MEX, 25b4bd50-7a87-414c-b798-199090f46bc4, 76, 10270, No update data, 9g3qr7drmgh4
Bird, MEX, 902e40a2-2e16-47bf-9267-1f24c3faa29c, 61, 7900, No update data, 9g3qr7f2d8bp
Bird, MEX, 334d37ea-4ca1-4106-95ba-3dae5b1e6380, 20, 1422, No update data, 9g3qr7cvr8k1
Bird, MEX, da3479d6-bde8-48a6-8946-e5f329c81bc8, 98, 13746, No update data, 9g3qrm5rf79g
Bird, MEX, 60a8645a-8620-4019-9596-557a587426c8, 98, 13746, No update data, 9g3qrm72469z
Bird, MEX, 4a8852df-69ee-4afa-b40c-925f532eed7e, 51, 6320, No update data, 9g3qr7dnngby
Bird, MEX, f3bfbb03-c906-4a20-981f-f3a9b2f10a92, 80, 10902, No update data, 9g3qrkcueguf
Bird, MEX, 1efcc4d8-b112-42e4-a6c9-8445a0a6a422, 98, 13746, No update data, 9g3qrkcg9p4p
Bird, MEX, c7a7c050-2647-4dfd-ad93-64ee34ff040d, 96, 13430, No update data, 9g3qrkcywppr
Bird, MEX, bfbd5df0-4e6c-4fa9-95ae-a73aa6937e9a, 98, 13746, No update data, 9g3qrkc6epnr
Bird, MEX, b90c1638-fa3f-4517-83e4-1a54102cea86, 97, 13588, No update data, 9g3qrkc6fst0
Bird, MEX, b7ed3905-1d1a-425b-8074-41c297a19a41, 98, 13746, No update data, 9g3qrkc6fjub
Bird, MEX, 05ce5f02-4e6d-446f-9391-8a5ad81d7628, 65, 8532, No update data, 9g3qr79wn414
Bird, MEX, 33ea9b83-0c0e-4bda-81c4-af25eed3fbcc, 98, 13746, No update data, 9g3qrkc6218d
Bird, MEX, a4424b7a-dc73-4e3f-8546-89c1903a6c0a, 100, 14062, No update data, 9g3qrkc6bntq
Bird, MEX, bf7208f9-c75b-441a-a6af-ba09a878821a, 47, 5688, No update data, 9g3qrkc42t8e
Bird, MEX, 231cc8f7-fe60-4162-ba58-c2a5334c1c0f, 90, 12482, No update data, 9g3qrkbg66cf
Bird, MEX, 94b7e592-c2e0-439e-8332-c8c95a179acd, 96, 13430, No update data, 9g3qrkbg37mj
Bird, MEX, fffa344d-c8fe-47c1-ab23-378da8c6ee5b, 97, 13588, No update data, 9g3qrkbenvvd
Bird, MEX, 2b8c7c97-68d2-4719-b1df-a3d7844a1e42, 94, 13861, No update data, 9g3qrkbenkk3
Bird, MEX, 6b578da1-bcaf-45f7-ab5f-d88d6ac40a89, 93, 13694, No update data, 9g3qrkbdurwh
Bird, MEX, b6b2e6b0-2bad-431a-99d0-a1ea379fe53e, 94, 13114, No update data, 9g3qrkbdgerb
Bird, MEX, 05a686d7-7011-4ec6-ac28-75433d5d7b0f, 48, 5846, No update data, 9g3qr5zgnkuk
Bird, MEX, a65dde4d-d2e3-4738-887a-3920993e60e6, 82, 11218, No update data, 9g3qrhqsuk90
Bird, MEX, 7ca2c1f0-861d-40e2-941d-3145426d2166, 66, 8690, No update data, 9g3qrhn5uduq
Bird, MEX, 1b6b2936-b88d-4c5f-addd-f8b9f6452f72, 71, 10020, No update data, 9g3qrhtesndg
Bird, MEX, 39a959c4-225f-4f51-9388-3851f92703fd, 62, 8517, No update data, 9g3qrhub4krc
Bird, MEX, 9b075f60-095e-4a52-890d-c0563c27d752, 93, 12956, No update data, 9g3qrhub6k19
Bird, MEX, d2d4c866-a0cb-451c-a12b-6e12e8584d1c, 40, 4582, No update data, 9g3qrhu85zhd
Bird, MEX, 6ccde440-606d-4c2a-b861-e494878c4a7a, 63, 8216, No update data, 9g3qr5um7uh8
Bird, MEX, 501852ce-f161-48c1-bd71-2a09a4db83d6, 57, 7268, No update data, 9g3qr5ew1z03
Bird, MEX, abd31c6f-1bdf-4114-8957-2d9a4c3a3bc1, 52, 6478, No update data, 9g3qr5emmpkm
Bird, MEX, ed8d1ef3-e475-4b32-b51f-f2c6f337bc6a, 45, 5372, No update data, 9g3qrhsrcmb0
Bird, MEX, 1ff482f5-497d-4140-8c5f-613ff34dab55, 90, 12482, No update data, 9g3qrhum4c5j
Bird, MEX, a19e33a7-9e41-4483-be7f-b4c169bab81b, 57, 7268, No update data, 9g3qrhcqy7m3
Bird, MEX, d956d802-984e-4be8-84bb-217f6742db29, 93, 12956, No update data, 9g3qrj610182
Bird, MEX, 8f7ab418-2c00-4ad2-b27c-620284e5c12b, 90, 12482, No update data, 9g3qrj36zcdp
Bird, MEX, 792713ca-b970-44bd-8e06-21cb646db0ee, 91, 12640, No update data, 9g3qrj36w0xp
Bird, MEX, 68d10057-b7f3-4bd8-87fa-daf0aa197a0c, 92, 12798, No update data, 9g3qrj36t8tx
Bird, MEX, e01cdf80-c3eb-420f-9146-e4768efa3ed9, 52, 6478, No update data, 9g3qrj051wg1
Bird, PBC, adee61bb-e161-4ff9-a540-d9da217db6a8, 58, 7849, No update data, 9g6h7ng7w0zm
