Bird, MEX, f5fb0a5c-ee64-40c5-bf8b-c56568612c0d, 96, 13430, No update data, 9g3qx2egq9rs
Bird, MEX, 8f158cc2-78c7-4200-ab51-3c802a539492, 65, 9018, No update data, 9g3qrr4h05je
Bird, MEX, ff3423ac-9941-48db-9d41-80f78ce0143a, 45, 5372, No update data, 9g3qrx2zm0kv
Bird, MEX, 6bb32e49-e86c-4e57-a7e5-5c020bea363e, 73, 9796, No update data, 9g3qrx97q19m
Bird, MEX, 9b66ca9f-0a6b-4bbf-b3bc-5b2c9887b96b, 73, 9796, No update data, 9g3qx94quv9d
Bird, MEX, 56a74912-733c-4441-9dd4-57c875b0dfc1, 66, 8690, No update data, 9g3qx99n83gc
Bird, MEX, 05cb93ee-a049-4bc3-9fe5-a49e2a9ac031, 62, 8058, No update data, 9g3qx6n6tdn5
Bird, MEX, a687e688-6e06-45db-bec3-e1973b9da00d, 81, 11690, No update data, 9g3qx99jtgej
Bird, MEX, 95fc6828-9275-4899-a948-ada81d37eb6f, 89, 12324, No update data, 9g3qrrph5u01
Bird, MEX, 30a9bd45-450f-4339-934e-e907cd7e21ef, 64, 8374, No update data, 9g3qx65jnztf
Bird, MEX, 0eaea1cd-4940-4b09-aa99-adc5e845a883, 70, 9322, No update data, 9g3qx8e1tggn
Bird, MEX, 94211a9f-a920-4856-aa48-abdd2934e899, 76, 10855, No update data, 9g3qx6p3e7et
Bird, MEX, 30c5acdf-4715-4142-a46c-f597e63fd110, 74, 10521, No update data, 9g3qrrn2rbp6
Bird, MEX, 0a6e2f79-8d8e-42b5-ac24-ee8027de4a55, 63, 8216, No update data, 9g3qx96bc1f7
Bird, MEX, 4eb62a5c-9aea-485b-a019-a4e778ac0914, 91, 12640, No update data, 9g3qx87mk2ns
Bird, MEX, 43aeb0de-6030-4684-a723-2aebc39d220a, 51, 6320, No update data, 9g3qx9d29rms
Bird, MEX, 6f8c24b5-2e6b-4f30-9a0b-9030a6d14fb7, 49, 6004, No update data, 9g3qrrpfgr5d
Bird, MEX, ff8ece41-76bf-4fa2-8c59-79a7430d6b40, 82, 11218, No update data, 9g3qrqyxpbr6
Bird, MEX, 5bc4f95e-f327-49c1-9afb-afd46c109227, 64, 8851, No update data, 9g3qx0kjgh36
Bird, MEX, c9d3d198-c85b-431a-8e61-d5cfd42a0214, 51, 6320, No update data, 9g3qx0ebxk89
Bird, MEX, bf956252-d541-4d7d-a779-dcb1d9327ce8, 51, 6320, No update data, 9g3qrpktzg65
Bird, MEX, ab970ab1-b98a-4e04-bc4c-cdf4c0c2bbea, 74, 9954, No update data, 9g3qrpktr78b
Bird, MEX, e84f4e06-69ea-401d-9422-480632c98bf4, 78, 10586, No update data, 9g3qrpr30h27
Bird, MEX, 53239a68-389d-42f8-ad28-fa6af312c06d, 52, 6478, No update data, 9g3qrpksqkhh
Bird, MEX, 4da5f314-3031-49d6-880e-ef89ffe5079e, 78, 10586, No update data, 9g3qrpksq7u4
Bird, MEX, b8844e86-5c36-404d-abd1-cb8845d789a8, 21, 1670, No update data, 9g3qrpksq4ch
Bird, MEX, cc91201f-50ef-4cf4-adb1-890f6a9ea95d, 78, 10586, No update data, 9g3qrpksndv5
Bird, MEX, c07778fb-6ed5-4bca-8e04-345365749886, 61, 7900, No update data, 9g3qx07j2n8k
Bird, MEX, e804b161-7aee-459e-839a-94828863aeb9, 27, 2528, No update data, 9g3qrpk6zxnz
Bird, MEX, 682c4ef6-ed43-4c75-bbe9-81f7a16214af, 85, 11692, No update data, 9g3qrppkgn2n
Bird, MEX, 907e69f0-82d5-4216-bce1-c8a0fb9a5866, 82, 11218, No update data, 9g3qrpp88tb8
Bird, MEX, fdf23fd7-f933-4b42-b81f-334d133c93be, 96, 13430, No update data, 9g3qrnznv64e
Bird, MEX, c22cec81-d47b-486d-8682-d5e8e5775545, 66, 8690, No update data, 9g3qrnyy2fvh
Bird, MEX, 9fd728a8-d70e-4e48-94db-8fe585f60070, 94, 13114, No update data, 9g3qrnyvdhhy
Bird, MEX, 774eded8-cf75-4f66-9c5c-0ce43eee5c7f, 94, 13114, No update data, 9g3qrnyv9ee6
Bird, MEX, cb506019-2e3e-43a6-9024-cc74ec2d43ba, 49, 6004, No update data, 9g3qrnyvqjr7
Bird, MEX, a6dbbfa9-aac9-4ca6-a1c4-ae131ca613ff, 96, 13430, No update data, 9g3qrnyvkbrs
Bird, MEX, dcd2749b-a78a-48bd-bbe0-3e42cdc41eba, 98, 13746, No update data, 9g3qrnyv5ru8
Bird, MEX, 46a09f82-d647-42e5-95e5-38f5d6ac6986, 53, 6636, No update data, 9g3qx0fsxy4h
Bird, MEX, 97d31d9d-4862-4bbd-bf10-665a24061214, 98, 13746, No update data, 9g3qx0fszu40
Bird, MEX, 26dbf510-8bff-4540-b7d8-6fbed385c205, 42, 4898, No update data, 9g3qrnzkmw2c
Bird, MEX, c94ef371-15a1-4e5c-8aca-ff77c3951907, 82, 11857, No update data, 9g3qrnvgjjk3
Bird, MEX, 7d4847e6-4821-4666-88dd-0eb506aaca1e, 44, 5214, No update data, 9g3qrny0gfkt
Bird, MEX, 3e904c95-0175-4c8c-99d1-3b59b70df10d, 64, 8374, No update data, 9g3qx142kv3j
Bird, MEX, 99895216-2334-44cd-94ad-37b36bad3d5b, 63, 8684, No update data, 9g3qx146rf64
Bird, MEX, a027955f-3471-418c-9c66-26191f050f19, 83, 11376, No update data, 9g3qrnwrrskj
Bird, MEX, 4e32cb22-ca9f-432d-997d-0a18d8c52a6b, 89, 12324, No update data, 9g3qrnwrqu0e
Bird, MEX, 8a0efed6-b9b1-4a26-b1c4-00a35fc33057, 94, 13114, No update data, 9g3qrnwrqfm8
Bird, MEX, 7930a9d1-e57f-4994-8e93-e1f4d3c854ce, 96, 13430, No update data, 9g3qrnwx0r5s
Bird, MEX, 37a65a7a-c132-487f-a7bf-2fbd50f82239, 96, 13430, No update data, 9g3qrnwx0utj
Bird, MEX, 86507817-86fc-4b70-9fe9-6c7016af6d82, 97, 13588, No update data, 9g3qrnzbhb33
Bird, MEX, 15efcc77-eb2a-43bc-beb6-bb03a442d895, 96, 13430, No update data, 9g3qrnxzyeds
Bird, MEX, fa8545fd-8e56-49d1-bee6-68f252914e46, 92, 12798, No update data, 9g3qrnxzyd6t
Bird, MEX, c13c1639-b829-4204-9339-064748d54588, 94, 13114, No update data, 9g3qrnxzyc2x
Bird, MEX, 2b13cba3-d651-4e88-8f3e-e7d149eb9dc0, 96, 13430, No update data, 9g3qrnxzwyme
Bird, MEX, 2f7b47db-693b-4c28-bced-c798d3acb1be, 94, 13114, No update data, 9g3qrnxzwyj9
Bird, MEX, fdf46c44-51b8-449d-8d15-3fdbb6eecbd3, 98, 13746, No update data, 9g3qrnxzxh5y
Bird, MEX, b46b6ab6-a23a-401a-88c4-f35e88c976a0, 51, 6680, No update data, 9g3qrnxxn1z7
Bird, MEX, deb2734b-cf82-4a5c-b1b7-e9cb46bca9de, 88, 12166, No update data, 9g3qrnww24v7
Bird, MEX, 6d3395d6-2232-43c5-8b20-5acdee080a74, 89, 12324, No update data, 9g3qrnxyu0fg
Bird, MEX, a0d6735b-53b0-4fcd-9cc1-10631d3dce07, 82, 11218, No update data, 9g3qrntnbpvr
Bird, MEX, 57e32f39-36b0-44be-ad84-a7829ed6bd7a, 78, 10586, No update data, 9g3qrqfjs6q4
Bird, MEX, 7b68ff00-f64a-46ea-9d30-596f3ed3770a, 82, 11218, No update data, 9g3qrnsrufrm
Bird, MEX, db57d417-3a60-4537-8914-dc7dc507b318, 94, 13114, No update data, 9g3qrqcdx17u
Bird, MEX, 1ee83157-0748-45da-b8d1-2f3ee2b2ce62, 98, 13746, No update data, 9g3qx1krzgdp
Bird, MEX, 2b582ac9-1639-4724-b710-8609b44b991a, 55, 7348, No update data, 9g3qrq9ptysj
Bird, MEX, 87b1b811-ec95-46d1-b611-e7c682c08179, 82, 11218, No update data, 9g3qrnw5qcvt
Bird, MEX, 5795e74e-2364-428d-9617-e61df01a7ac3, 61, 7900, No update data, 9g3qrq8u3f83
Bird, MEX, 4ad3563d-3c99-43ca-a556-2be61785d29f, 78, 11189, No update data, 9g3qrqfu3z83
Bird, MEX, 4d346b45-b516-4aaa-81f0-8dfa8044f561, 60, 7742, No update data, 9g3qrq8ggxzz
Bird, MEX, d680b037-7f2f-4d7f-bd94-45fdfa4d1205, 94, 13114, No update data, 9g3qrntbzf6h
Bird, MEX, f3c02423-9a13-430e-8152-4483b39f8b5c, 94, 13114, No update data, 9g3qrnw08x8e
Bird, MEX, e6f9d55a-8266-42da-b6c9-1f24e7b70760, 49, 6004, No update data, 9g3qrq8gnx4s
Bird, MEX, 9ed5f16c-7229-48bd-b663-9ebb3917921b, 70, 9853, No update data, 9g3qx08r7x33
Bird, MEX, 450c9ec8-dd3b-415b-ac2b-305b1dd56a61, 46, 5530, No update data, 9g3qwbpg9hzg
Bird, MEX, 4e250e0d-0a39-4faf-a5c5-706ded647079, 51, 6320, No update data, 9g3qwbpu14zf
Bird, MEX, 13ad7556-d6e6-48db-9a9b-845655ee7da2, 96, 13430, No update data, 9g3qrnmzx38y
Bird, MEX, eab4212f-b5ae-46f7-9f75-b6bf5f20cde7, 18, 1169, No update data, 9g3qx11kdr3s
Bird, MEX, 069186e6-c3ae-4d70-85e8-856d1717ca19, 51, 6320, No update data, 9g3qx16qphex
Bird, MEX, 082ebf62-f600-4120-8330-a4e13275997c, 100, 14062, No update data, 9g3qx1658e27
Bird, MEX, 4cbbd6bd-2d9b-4d5b-b091-b2131e24db8a, 49, 6004, No update data, 9g3qwbpqr479
Bird, MEX, f7fe36f5-5832-4f07-8795-5e40b040c032, 80, 10902, No update data, 9g3qrq93qybu
Bird, MEX, 863c49d6-a9d6-46d7-8313-5b8b7ab7f82f, 64, 8374, No update data, 9g3qwbpqq0p5
Bird, MEX, eb586e99-e2b2-43a8-b9e4-95a9fb994cf0, 85, 11692, No update data, 9g3qrq992p88
Bird, MEX, 41ac6b6e-37ef-44da-979d-66c790504466, 84, 11534, No update data, 9g3qrq93qf0z
Bird, MEX, e4e88181-8f19-4948-868e-12aa64710cd2, 60, 8183, No update data, 9g3qrqd5u0e1
Bird, MEX, 0fe8ec1a-2512-4839-bb69-d0055500987f, 43, 5344, No update data, 9g3qrqd5smn5
Bird, MEX, bc6602e9-94fa-4944-a9ae-82a7ebe4e080, 84, 11534, No update data, 9g3qrq92eh0j
Bird, MEX, ac86c0fb-541b-4ed1-bf57-c4accb3072de, 80, 10902, No update data, 9g3qrnmtjjs6
Bird, MEX, 40ebf4ea-2c7e-4c4b-8944-ed613ad69869, 94, 13114, No update data, 9g3qrq3rce52
Bird, MEX, 228178f6-8216-4a1b-a258-423e49e655ee, 84, 11534, No update data, 9g3qrnqgv8jz
Bird, MEX, ea438af6-1fe6-4da6-afda-451f8c5f24f4, 92, 12798, No update data, 9g3qx1d3mwtw
Bird, MEX, 6be5fd24-1ade-4008-90f4-7886af0ce58a, 49, 6004, No update data, 9g3qx10vb9ye
Bird, MEX, 1c05d050-24b8-4db8-ae5c-12d4629e481d, 49, 6004, No update data, 9g3qx1z76qxy
Bird, MEX, b5b46818-d37a-49d4-97cb-d19f58937f49, 96, 13430, No update data, 9g3qrqde5h8k
Bird, MEX, 278af2dc-0577-4d00-8c50-fe387b7efbd4, 94, 13114, No update data, 9g3qrqde5sxu
Bird, MEX, 8af03c2f-c954-4c82-a578-6a6ac1de6e27, 90, 12482, No update data, 9g3qrq3ju2np
Bird, MEX, e099008e-eb43-4102-ad89-a728a2d8e6a0, 93, 12956, No update data, 9g3qrqde52k9
Bird, MEX, 166d77bd-72e8-4521-a592-e6c58a988912, 46, 5530, No update data, 9g3qrq3jswk7
Bird, MEX, 0cdae1c0-80cd-450f-b542-aa912e3aacca, 92, 12798, No update data, 9g3qrqddgtzf
Bird, MEX, aed12baa-2b9e-489e-b369-02148001f129, 96, 13430, No update data, 9g3qrqddfc7r
Bird, MEX, 1d86afa4-383a-45e2-8c5e-f9678c85210e, 80, 11523, No update data, 9g3qrqddg4wq
Bird, MEX, 712db965-d933-4821-aa2b-269af8626a15, 98, 13746, No update data, 9g3qrqddgd3s
Bird, MEX, 1dbcb278-efd0-4d12-9fc6-b91b08a07493, 98, 13746, No update data, 9g3qrqddgghb
Bird, MEX, e21915bd-cc03-4400-9d39-bfafe7d09505, 87, 12692, No update data, 9g3qrq25kv9m
Bird, MEX, abef4867-a56e-42fb-a9ba-024abf3df5ed, 90, 12482, No update data, 9g3qrn7vsm15
Bird, MEX, 206df7c8-e5fd-4ae9-917e-5171ff21325c, 55, 7348, No update data, 9g3qx1vsujfv
Bird, MEX, ac4066cd-8448-40f3-8b8e-689d5274c5fe, 83, 11376, No update data, 9g3qrnr93204
Bird, MEX, 22313f0a-6d8d-45ed-826f-4d25cd8c908b, 89, 13026, No update data, 9g3qrqd899ew
Bird, MEX, f5faf0a5-07c1-4618-98f1-48fdfa0d7c9c, 56, 7110, No update data, 9g3qx8jd58nc
Bird, MEX, f3b13f3d-02fe-419c-bfde-885af0455718, 58, 7426, No update data, 9g3qx8n13px6
Bird, MEX, 41cebaeb-ecab-4eef-9c2b-e67bbe03a6e4, 48, 5846, No update data, 9g3qx8suyd4v
Bird, MEX, 20f0dbb1-3cc5-4b3f-bfdb-898f5ed71928, 60, 7742, No update data, 9g3qx8wy5dz5
Bird, MEX, 67e94c15-d8eb-4fcb-95d2-c4c03ea662bd, 69, 9164, No update data, 9g3qx8syty57
Bird, MEX, 46316abb-be45-472f-babd-135d71e17d27, 79, 10744, No update data, 9g3qx8szpehm
Bird, MEX, 192c7223-3c3c-4bab-a229-39b1dc403f3f, 62, 8058, No update data, 9g3qx8wynp1w
Bird, MEX, db3c5304-aa57-4f8d-89c2-97b5ebed0493, 29, 2844, No update data, 9g3qxb23b26c
Bird, MEX, ae1c5429-164d-40c5-865f-1f9b706354c0, 72, 9638, No update data, 9g3qrxg44xjm
Bird, MEX, de238151-3e55-4be2-85d3-a3788f090354, 21, 1580, No update data, 9g3qx8zx7vmm
Bird, MEX, 7b05f26f-d0e2-401a-8f88-1ac89c1fc302, 48, 5846, No update data, 9g3qx9ne9y0u
Bird, MEX, d6c3bcf9-8314-47e5-9437-30750832ea45, 83, 11376, No update data, 9g3qrxq1c1pm
Bird, MEX, a25a8a78-f5ae-4217-a000-df81bb3a6edc, 80, 10902, No update data, 9g3qx8gres9f
Bird, MEX, 3096a443-a267-4ae9-9b02-6799054d9fa8, 43, 5056, No update data, 9g3qrx7sh4e2
Bird, MEX, 439e90c5-769c-4396-8d23-419bf5019251, 28, 2686, No update data, 9g3qrxk3565w
Bird, MEX, 2ef3576a-9b47-4f8f-993b-fb66aa833701, 66, 8690, No update data, 9g3qrx7s05ju
Bird, MEX, 215801c0-ba4d-45de-a52b-e89b1d3c6971, 98, 13746, No update data, 9g3qrx77zbfe
Bird, MEX, 1500ca1e-de78-4a4b-a7ee-6f6c7a0a8106, 96, 13430, No update data, 9g3qrx77xn54
Bird, MEX, 4fa3d762-7402-421e-bf0f-294165cd84c4, 75, 10112, No update data, 9g3qrxhu3v0c
Bird, MEX, f5ef914f-1e55-4b0d-afcf-c863994992cb, 93, 12956, No update data, 9g3qrx5xhxg3
Bird, MEX, af505748-532f-4dc5-b3a4-d92375879099, 96, 13430, No update data, 9g3qrxh7kcn8
Bird, MEX, be9069dd-10a2-4376-8b7e-eee50226a57e, 64, 8374, No update data, 9g3qrx69cv89
Bird, MEX, d4fc9f2c-1462-489f-b6a2-a706069710d4, 60, 7742, No update data, 9g3qrx5fevmn
Bird, MEX, 59b066fa-55c8-4f49-8110-9ca150131809, 93, 12956, No update data, 9g3qrx5f7cth
Bird, MEX, 939cd8da-a889-47a1-9637-632ab539fcca, 96, 13430, No update data, 9g3qrx5f31xk
Bird, MEX, 0192c271-5ae0-45f8-836b-abaee5c5ef14, 96, 13430, No update data, 9g3qrx5f2csh
Bird, MEX, 97532d35-95e5-4351-8309-46ab776b4098, 97, 14362, No update data, 9g3qrx5f26fu
Bird, MEX, 0ddf6bec-2283-4c1e-9cce-cc999bf696ad, 44, 5214, No update data, 9g3qrx4ujr7n
Bird, MEX, 57e55568-8554-49b1-8386-3dded19443c4, 49, 6004, No update data, 9g3qrx4u6vgx
Bird, MEX, 46f2ec86-2e6c-4419-ac77-6141844234d9, 84, 11534, No update data, 9g3qrx4mqxfg
Bird, MEX, e9000087-8fd2-4890-a514-81f38ba80989, 69, 9164, No update data, 9g3qrx4mqncm
Bird, MEX, 065b1998-0ad9-4c9e-86c9-87e2cc7378e2, 67, 8848, No update data, 9g3qx9tdsz3u
Bird, MEX, 8e3fbf72-4321-4cc2-8a95-977b577c6bd4, 89, 12324, No update data, 9g3qrx3bu553
Bird, MEX, 6f15c284-1c18-446b-a5b8-8280bdc0c0a9, 64, 8374, No update data, 9g3qrx3bgq7w
Bird, MEX, 1fe30654-ff9c-4b55-be76-8af405318b23, 70, 9322, No update data, 9g3qrx3bsmqq
Bird, MEX, a75b5218-a500-4ea5-be40-1ad4a24e5359, 71, 9480, No update data, 9g3qrx3bftv6
Bird, MEX, 15b2d61a-a693-4026-9a75-83a6c6e7c57d, 58, 7426, No update data, 9g3qrx3b42r4
Bird, MEX, d406b637-7035-4ee8-9dee-f778ead0fffd, 58, 7426, No update data, 9g3qx9wj7reu
Bird, MEX, d9b56c10-87ba-488a-b6d2-dd4365adff26, 81, 11060, No update data, 9g3qrx42tm7n
Bird, MEX, bec65aea-e9b9-40a8-87c8-9e64b991c10d, 53, 6636, No update data, 9g3qx9tqsq0k
Bird, MEX, be0e579b-ab28-4484-9383-da721089841e, 53, 7014, No update data, 9g3qx9tqezj4
Bird, MEX, 208bb6c1-fe22-48d9-ba14-09be6aac1fd9, 81, 11690, No update data, 9g3qx9tqv3e4
Bird, MEX, 259f14bf-9988-4225-b280-e16a9e30b7df, 78, 10586, No update data, 9g3qrwvbsbqw
Bird, MEX, 95ff40c2-1f97-4888-b032-0552d70eca76, 31, 3340, No update data, 9g3qrwcz3nd7
Bird, MEX, ca6a9cdf-af07-40fa-a73c-36281c06e5ee, 58, 7849, No update data, 9g3qx9u9gyv5
Bird, MEX, def6cc7c-ac22-4781-9662-8b271987242e, 65, 8532, No update data, 9g3qxc8ptdwr
Bird, MEX, e766c058-50b1-4d2c-8d40-c498d16ec2ae, 82, 11218, No update data, 9g3qrx0fwks8
Bird, MEX, 9f5341c6-cd6e-42cc-b230-577c6091fcc7, 94, 13114, No update data, 9g3qrwcqwxdg
Bird, MEX, 8aed990f-697f-4b0d-b1b1-abf73a35825a, 83, 11376, No update data, 9g3qrx0cvqpu
Bird, MEX, dfeea5b2-8d1c-4598-9452-1d0634b0ae93, 65, 8532, No update data, 9g3qrx0cv775
Bird, MEX, ff5a2790-8921-47b2-96fb-8987b3f032a0, 70, 9322, No update data, 9g3qrx0cqxfg
Bird, MEX, a8dd6e43-1094-4082-b5a0-9816fdd53441, 61, 7900, No update data, 9g3qx9z7tf7m
Bird, MEX, b059d456-c51b-423e-8d52-e20184ede2a6, 48, 5846, No update data, 9g3qrwcpqsrv
Bird, MEX, b60d6668-80e3-47ba-91e7-b8b1179755f2, 66, 8690, No update data, 9g3qrwcny7uw
Bird, MEX, 463e7cd3-adfc-484b-a176-edf88a29f41f, 46, 5530, No update data, 9g3qrwcnmze1
Bird, MEX, 4725d67f-374c-4905-94c3-e01fd8b6faaf, 62, 8517, No update data, 9g3qrwesjk75
Bird, MEX, 96cfb330-8bd5-43f3-8a10-8ef44cd8bb48, 45, 5678, No update data, 9g3qrwt37m5c
Bird, MEX, bf411b8f-0cd8-4820-a36c-3e5d8d242a72, 81, 11060, No update data, 9g3qx9gk3fqg
Bird, MEX, 35551b35-ad40-4386-bce2-9cdb881ce61c, 63, 8216, No update data, 9g3qrwmt7wwf
Bird, MEX, 2d4d4242-aa88-42cf-a0e0-d2214e56e1f9, 54, 7181, No update data, 9g3qrwc16smm
Bird, MEX, b54ee671-fe99-419b-b9c1-20511c28f546, 49, 6004, No update data, 9g3qrwmtjk50
Bird, MEX, a2b45706-68c8-47ce-b1a5-ab9d07b78268, 51, 6320, No update data, 9g3qxccvu066
Bird, MEX, 8ce82fd6-5731-45fe-9822-a2f42ff5d511, 65, 9018, No update data, 9g3qrw9c5wcf
Bird, MEX, b32e00f4-dbf8-455e-b74f-928e3363321c, 51, 6320, No update data, 9g3qxdhmjyek
Bird, MEX, 154701b4-746a-4fa6-9f64-28c16549c25b, 85, 11692, No update data, 9g3qxf11chdt
Bird, MEX, de2e1e5e-133f-4848-89c6-887f1d56ca43, 60, 7742, No update data, 9g3qrw92yrke
Bird, MEX, 071234b0-82a2-4e17-9a7d-88d21a6030f2, 54, 6794, No update data, 9g3qxdpr2d35
Bird, MEX, 8e304c45-f958-4cda-a39e-c760e01b0537, 49, 6004, No update data, 9g3qxcg88wc2
Bird, MEX, 9b754f2f-146f-4d10-9d7f-75b1c0414964, 82, 11218, No update data, 9g3qrw78w8ry
Bird, MEX, 335dde94-8e7c-41c1-8d26-4969d07d509d, 48, 6179, No update data, 9g3qrw6hjzg0
Bird, MEX, 1842616a-81b3-463c-a3f4-3fe535202967, 53, 7014, No update data, 9g3qrw6hjd0j
Bird, MEX, 3a0ccda4-4445-4202-83eb-950fb2f58d18, 34, 3634, No update data, 9g3qxdkcqmht
Bird, MEX, dbc53ae6-2953-4dd3-b40b-18e23c08e824, 64, 8374, No update data, 9g3qxdq5dv4r
Bird, MEX, f2bdbfb7-58c0-47d6-a35b-ca3979019295, 60, 7742, No update data, 9g3qxdq5bbuq
Bird, MEX, e52f13ff-8e9f-4ae1-9780-623312416aeb, 60, 7742, No update data, 9g3qrqygwxxe
Bird, MEX, 751bb3bb-ed56-4a94-a536-4cf6ba537ba8, 54, 6794, No update data, 9g3qrqyuj64v
Bird, MEX, 7548e5be-43ee-4563-a1c4-f3a2e07c363e, 57, 7268, No update data, 9g3qrqyuhkn3
Bird, MEX, b77fdc05-c25e-409d-ac66-8543c9abce23, 66, 9185, No update data, 9g3qrw5g9g0z
Bird, MEX, e617ac7d-f819-4be4-8518-15f895a0b2dc, 52, 6478, No update data, 9g3qxf540d94
Bird, MEX, 87f9d62b-d953-4bd3-ae85-ae3f4935b5a6, 54, 7181, No update data, 9g3qxf52fqz7
Bird, MEX, fa0b0555-1743-4e03-b11e-f6befa5979b5, 72, 9638, No update data, 9g3qxf5514fs
Bird, MEX, e6436693-8daa-4fc7-85ee-f87738a581be, 55, 7348, No update data, 9g3qxf54x63m
Bird, MEX, d642c6da-98c7-4660-8240-9a0771102dd4, 80, 10902, No update data, 9g3qrqxj3gb9
Bird, MEX, cce166ac-3141-4db0-9810-0846b615129d, 49, 6346, No update data, 9g3qrqy3jys2
Bird, MEX, 4e030ce3-c5f7-4106-a948-3499d53643a7, 57, 7682, No update data, 9g3qrqx4thkz
Bird, MEX, 4a513211-0432-402d-9f93-13bd7772625a, 83, 11376, No update data, 9g3qrw50906q
Bird, MEX, 4f45d79b-2e81-4704-8e0c-491cb1a69059, 44, 5214, No update data, 9g3qrqwt4ye2
Bird, MEX, a106c1f9-6eee-4055-81cf-26696c333c99, 46, 5530, No update data, 9g3qxf6emewe
Bird, MEX, 7cb07b41-685a-4c3d-85f7-dd290b4d55e9, 51, 6680, No update data, 9g3qxfhb4dtd
Bird, MEX, 3d15a794-7fd0-4400-90c0-42e2b884b86b, 83, 11376, No update data, 9g3qxfhb5n0b
Bird, MEX, 8d1d3010-c6c2-48a4-8d28-15293b9306fa, 75, 10112, No update data, 9g3qrtv9bus3
Bird, MEX, 80286e73-9030-477e-aa8c-1e9e25825ab6, 52, 6478, No update data, 9g3qrqw31cwc
Bird, MEX, 375572dc-559b-432b-827d-aba7e6aa5e83, 80, 10902, No update data, 9g3qrw112txh
Bird, MEX, d7caaaa5-e933-4847-91d0-1f8689c0c779, 73, 10354, No update data, 9g3qrqr39gwc
Bird, MEX, 67c0e372-e02f-485b-a4b2-4d263b5d6677, 67, 8848, No update data, 9g3qrqtf7358
Bird, MEX, 49c52ce0-4f81-4748-8f4e-9cb83c5692ae, 27, 2528, No update data, 9g3qrqv0mdq0
Bird, MEX, 7b8e74ac-74f6-4e34-a049-34ba30abb3d3, 73, 10354, No update data, 9g3qrqtf607u
Bird, MEX, 3b0bba29-2a09-44a2-8f14-dfc1f5731284, 79, 10744, No update data, 9g3qxdy151bx
Bird, MEX, f8f6ceb4-d63f-48a7-98c8-495e8559d971, 76, 10270, No update data, 9g3qxf7ukunz
Bird, MEX, 667ccf85-4f52-4832-b851-f232a0e4f0af, 51, 6320, No update data, 9g3qxfk5cgqn
Bird, MEX, 88a07286-29f3-4f83-8e80-7a8d78c4e185, 89, 12324, No update data, 9g3qrqnyc2jq
Bird, MEX, a98c2523-17b8-4c85-b48f-f246ebe22d39, 72, 9638, No update data, 9g3qxcyvdnhm
Bird, MEX, 21425b35-9f97-47bf-a9fe-44fc88eb46e5, 84, 11534, No update data, 9g3qrqkx8wbz
Bird, MEX, c34cd003-6441-4e62-b7b8-b45166358ee0, 47, 5688, No update data, 9g3qrqev74ye
Bird, MEX, 16c5cf49-55b3-4746-ac2f-8ff4510d39ef, 76, 10855, No update data, 9g3qrqn6rq30
Bird, MEX, d7cc1f30-d796-4b3b-b9d6-f74d31d7f1dd, 85, 11692, No update data, 9g3qrqk8zmz1
Bird, MEX, 999ccdfa-ce8f-479c-832f-7871c31ce2f3, 94, 13114, No update data, 9g3qrqjdcxet
Bird, MEX, e8a8eb30-c1ee-4879-9f17-dcc4e0a3dbbe, 63, 8216, No update data, 9g3qrqj65hws
Bird, MEX, 464f2aeb-f8e5-42eb-8d53-a84bc09058b2, 46, 5530, No update data, 9g3qrqj3u32n
Bird, MEX, 6e49eee0-0a2e-4514-a310-f68bac166852, 79, 10744, No update data, 9g3qrmyqm6pz
Bird, MEX, 03337eb8-e4df-4227-b212-710606aba297, 88, 12166, No update data, 9g3qrmzstk4v
Bird, MEX, da9076b8-6e61-4f40-982c-b9739ec20b55, 61, 7900, No update data, 9g3qrqk0ksh7
Bird, MEX, 2ea042f2-9163-408a-bb48-4995adc679bb, 42, 4898, No update data, 9g3qrqhpj7dy
Bird, MEX, 94b546bc-a665-4915-a18e-f8817b61b611, 85, 11692, No update data, 9g3qrmvre37e
Bird, MEX, eddc3d62-1f8f-448b-8559-04768146c6fb, 84, 11534, No update data, 9g3qrmvrb1js
Bird, MEX, 9df4aa53-6ae5-40ec-b8fb-e05e3ad14881, 62, 8058, No update data, 9g3qrmvpuwhe
Bird, MEX, 0dfddb8b-8df9-43f2-8f28-e3373ae9d6ad, 99, 13904, No update data, 9g3qrqh9wnp3
Bird, MEX, f1641e00-b56b-4f3b-9170-003fd99e4ea5, 83, 11376, No update data, 9g3qrqh9qw68
Bird, MEX, c65db4cc-5502-4bde-a18e-dab1f384ba9e, 39, 4424, No update data, 9g3qrmvpbd0f
Bird, MEX, 62db47fd-64e7-4ea4-b52e-8576da547747, 83, 11376, No update data, 9g3qrqhbnh12
Bird, MEX, 5e8b9938-196f-4ded-8982-ecca174a1676, 98, 13746, No update data, 9g3qrqh9nhcq
Bird, MEX, 1bde7880-4d41-4d1c-b61e-aaaea6cce27f, 97, 13588, No update data, 9g3qrqh9jk6f
Bird, MEX, d8e9b975-bc35-4230-ab5d-20ce46136d37, 94, 13114, No update data, 9g3qrqh9hucq
Bird, MEX, 7243bfa2-a54e-425e-8a2a-c12e260e9910, 62, 8058, No update data, 9g3qrqh50hbw
Bird, MEX, 0b1379ce-432b-4c44-97e3-a18022a2adaf, 98, 13746, No update data, 9g3qrq5gqtp8
